Affymetrix ID,Gene Symbol,RefSeq,P value (Middle/Young),Ratio (Middle/Young),P value (Old/Young),Ratio (Old/Young),P value (Senescent/Young),Ratio (Senescent/Young)
7894438,,---,7.80E-01,1.04,1.66E-01,0.79,1.48E-03,0.49
8140556,HGF,NM_000601,3.63E-02,0.63,8.83E-02,0.68,1.29E-04,0.28
7895006,,---,3.47E-01,0.85,1.58E-02,0.6,1.57E-03,0.44
7973756,G2E3,NM_017769,4.36E-01,0.9,2.23E-01,0.84,3.91E-04,0.47
8127989,SNORD50B,NR_003044,2.46E-01,0.85,3.14E-02,0.71,5.99E-04,0.49
7895960,,---,6.58E-01,0.93,1.06E-01,0.75,9.06E-04,0.46
7894726,,---,1.79E-01,0.81,1.60E-02,0.64,2.18E-03,0.5
7892532,,---,9.11E-03,0.66,1.76E-02,0.67,5.75E-04,0.48
7894202,,---,5.58E-01,1.13,9.47E-01,1.02,2.39E-03,0.38
7893310,,---,2.01E-01,0.82,2.20E-02,0.66,5.74E-04,0.44
7951351,PDGFD,NM_025208,4.58E-02,0.63,1.18E-02,0.52,1.44E-04,0.26
7893848,,---,1.48E-01,0.83,1.79E-02,0.7,2.31E-04,0.47
7893141,,---,6.82E-01,0.93,1.12E-01,0.75,1.59E-03,0.46
7916341,,---,4.61E-01,0.9,6.23E-02,0.75,6.88E-04,0.49
7896384,,---,5.08E-01,0.91,8.64E-02,0.75,5.80E-04,0.45
7893282,,---,1.15E-01,0.71,8.59E-02,0.66,1.90E-03,0.38
7894360,,---,6.24E-01,0.91,8.81E-02,0.7,1.79E-03,0.43
7895650,,---,2.72E-01,0.83,9.96E-03,0.59,1.27E-03,0.44
8047370,,---,4.47E-01,0.89,4.13E-02,0.69,1.85E-03,0.49
7964602,LRIG3,NM_153377,2.21E-02,0.62,1.21E-02,0.57,3.31E-04,0.34
7896411,,---,6.10E-02,0.69,6.82E-03,0.54,1.41E-03,0.42
7894775,,---,9.97E-01,1,7.30E-01,0.94,6.05E-04,0.38
7896260,,---,1.09E-01,0.66,2.01E-03,0.36,8.42E-04,0.28
7894879,,---,6.99E-02,0.73,1.78E-01,0.78,1.13E-03,0.45
7904433,PHGDH,NM_006623,1.25E-01,0.75,4.52E-01,0.87,3.47E-03,0.47
7893860,,---,7.13E-01,0.93,1.34E-01,0.72,1.58E-03,0.39
7999423,SOCS1,NM_003745,2.23E-02,0.72,4.73E-02,0.74,3.24E-04,0.47
7893226,,---,3.87E-01,0.89,1.23E-02,0.66,7.41E-04,0.49
7896228,,---,2.19E-01,0.82,5.66E-02,0.7,9.25E-04,0.44
7893459,,---,1.37E-01,0.77,6.81E-02,0.7,7.83E-04,0.42
7896052,,---,1.05E-01,0.76,1.13E-02,0.61,1.79E-03,0.47
7895584,,---,3.96E-01,0.83,8.63E-01,0.96,8.47E-04,0.33
8171758,SCARNA9L,NR_023358,3.82E-01,0.86,7.17E-02,0.7,8.45E-04,0.42
8083941,ECT2,NM_018098,6.90E-01,0.93,8.45E-02,0.7,1.19E-03,0.41
8016832,MMD,NM_012329,2.24E-02,0.68,8.68E-03,0.61,3.28E-04,0.42
7896171,,---,5.17E-01,0.91,2.01E-01,0.81,1.68E-03,0.5
7893843,,---,4.91E-01,0.88,7.88E-02,0.68,1.63E-03,0.41
7955441,METTL7A,NM_014033,9.44E-03,0.6,1.15E-01,0.74,2.11E-03,0.46
8020814,RNF138,NM_016271,6.23E-01,0.91,1.44E-01,0.74,2.08E-03,0.44
7893324,,---,4.56E-01,0.87,4.08E-02,0.65,8.87E-04,0.4
8091715,LXN,NM_020169,2.58E-03,0.52,3.85E-02,0.65,6.18E-04,0.39
7893791,,---,1.23E-01,0.75,5.36E-02,0.67,1.74E-03,0.43
8115205,LOC134466,NR_026867,3.00E-03,0.58,3.87E-03,0.57,1.57E-03,0.49
7896461,,---,8.61E-01,0.96,2.64E-01,0.75,7.04E-03,0.4
8113124,ANKRD32,NM_032290,8.43E-02,0.75,2.23E-02,0.66,1.25E-03,0.47
7896648,,---,4.51E-01,0.86,2.87E-01,0.79,1.25E-03,0.37
7893304,,---,1.48E-01,0.81,4.22E-02,0.72,5.29E-04,0.48
8133049,ZNF107,NM_016220,2.84E-01,0.86,1.01E-01,0.78,7.87E-04,0.5
7894658,,---,1.23E-01,0.66,4.64E-01,0.82,2.99E-03,0.33
7892702,,---,9.65E-01,0.99,4.07E-01,0.84,3.02E-03,0.42
7895995,,---,9.39E-01,1.01,7.02E-01,0.94,2.38E-03,0.48
7895254,,---,6.60E-02,0.74,4.93E-02,0.71,1.31E-03,0.48
7894419,,---,4.72E-01,0.84,2.29E-01,0.73,6.31E-04,0.28
8059710,SNORD20,NR_002908,7.31E-02,0.73,4.28E-02,0.68,2.65E-03,0.49
8027363,ZNF726,BC046415,2.35E-01,0.82,9.02E-02,0.73,9.87E-04,0.44
8132843,HAUS6,NM_017645,7.04E-01,0.94,8.05E-02,0.72,1.38E-03,0.44
7895350,,---,9.80E-01,0.99,3.89E-02,0.56,4.66E-03,0.37
7896406,,---,1.53E-01,0.77,2.67E-02,0.64,1.32E-03,0.43
8168161,,---,6.31E-01,0.93,4.28E-01,0.87,2.26E-03,0.49
7893216,,---,8.44E-01,0.96,1.84E-01,0.74,3.23E-03,0.42
7894314,,---,1.30E-01,0.73,1.08E-01,0.7,3.39E-03,0.43
7896514,,---,5.21E-01,0.9,3.77E-01,0.85,3.30E-03,0.5
8059852,MSL3L2,NR_024322,2.01E-01,0.84,1.08E-02,0.66,6.05E-04,0.49
7979505,SIX1,NM_005982,6.44E-01,0.93,2.11E-01,0.8,2.08E-03,0.49
7983630,FGF7,NM_002009,2.11E-02,0.6,6.88E-02,0.66,4.21E-03,0.44
7894488,,---,9.07E-02,0.69,2.95E-01,0.79,1.72E-03,0.38
8086538,LOC644714,BC047037,1.64E-01,0.82,8.46E-01,0.97,9.19E-04,0.49
7895059,,---,6.44E-01,0.9,9.84E-03,0.5,1.07E-02,0.47
7893666,,---,1.55E-01,0.7,2.86E-01,0.76,1.76E-03,0.33
7974372,GPR137C,NM_001099652,8.13E-01,0.96,1.05E-01,0.72,5.38E-03,0.49
8108422,,---,7.96E-02,0.77,2.35E-01,0.83,1.17E-03,0.49
7892949,,---,1.61E-01,0.75,7.38E-02,0.66,1.43E-03,0.38
7894405,,---,2.24E-01,0.8,3.34E-02,0.64,3.69E-03,0.48
7894810,,---,5.08E-01,0.87,2.66E-01,0.78,1.78E-03,0.38
7892590,,---,1.54E-01,0.7,8.87E-03,0.45,6.17E-03,0.39
7939559,TSPAN18,NM_130783,5.15E-03,0.35,5.20E-03,0.33,3.57E-03,0.27
7892717,,---,4.42E-01,0.87,6.06E-01,0.9,3.32E-03,0.46
7894837,,---,4.64E-01,0.87,5.32E-02,0.65,1.89E-03,0.41
7895124,,---,3.65E-01,0.85,4.01E-01,0.86,3.13E-03,0.48
7894140,,---,4.64E-01,0.86,1.86E-01,0.74,4.35E-03,0.44
7896343,,---,4.29E-01,0.84,1.12E-01,0.68,2.77E-03,0.39
7896254,,---,3.56E-02,0.61,9.16E-02,0.67,5.84E-03,0.44
7892914,,---,1.43E-01,0.67,7.86E-01,0.93,8.28E-03,0.38
7894803,,---,9.53E-01,0.99,2.81E-01,0.75,4.09E-03,0.37
7896318,,---,9.87E-01,1,3.72E-02,0.53,4.73E-03,0.35
7893470,,---,9.81E-01,1,4.40E-01,0.84,7.36E-03,0.46
7893222,,---,3.41E-01,0.8,6.53E-02,0.62,1.14E-02,0.45
7892959,,---,1.24E-01,0.66,1.80E-01,0.68,2.46E-03,0.32
7896567,,---,7.59E-01,0.95,4.74E-01,0.88,2.11E-03,0.46
7893004,,---,6.01E-01,0.89,1.67E-01,0.72,1.31E-02,0.48
7895175,,---,6.45E-02,0.71,2.00E-01,0.78,3.76E-03,0.49
7943158,SCARNA9,NR_002569,8.26E-02,0.71,3.97E-01,0.84,2.99E-03,0.44
7894491,,---,3.91E-01,0.79,1.06E-01,0.6,2.56E-03,0.29
7894030,,---,5.19E-02,0.67,4.06E-03,0.5,1.84E-03,0.41
7898405,,---,5.97E-01,0.9,4.59E-01,0.86,1.76E-03,0.41
7912806,,---,5.97E-01,0.9,4.59E-01,0.86,1.76E-03,0.41
7896058,,---,2.47E-01,0.77,5.05E-02,0.6,2.34E-03,0.37
8078918,SNORA62,NR_002324,4.03E-01,0.86,1.76E-01,0.77,2.00E-03,0.45
7895348,,---,4.58E-01,0.87,1.71E-02,0.59,6.98E-03,0.5
7894530,,---,2.92E-01,0.78,3.24E-01,0.78,2.57E-03,0.37
7894473,,---,7.56E-01,0.93,4.99E-02,0.59,9.96E-03,0.44
8035793,ZNF737,NM_001159293,1.06E-01,0.79,6.48E-02,0.74,1.01E-03,0.49
7892856,,---,4.18E-01,0.87,7.53E-02,0.7,1.51E-03,0.43
7893436,,---,7.22E-01,0.94,4.41E-01,0.87,3.97E-03,0.49
7893529,,---,3.57E-01,0.82,9.29E-01,0.98,6.55E-03,0.44
7895456,,---,2.06E-01,0.68,5.88E-01,0.84,1.43E-02,0.37
7895900,,---,3.56E-01,0.84,4.61E-02,0.65,5.75E-03,0.48
7894170,,---,7.15E-01,0.92,2.84E-01,0.78,6.61E-03,0.44
7893562,,---,1.79E-01,0.71,3.06E-02,0.54,7.13E-03,0.4
7895648,,---,9.13E-01,1.02,8.61E-01,0.97,5.77E-03,0.49
7894409,,---,6.73E-01,0.91,6.31E-01,0.89,2.44E-03,0.37
7893606,,---,4.00E-01,0.86,1.74E-01,0.76,2.84E-03,0.46
7895332,,---,9.86E-01,1,6.93E-01,0.92,8.29E-03,0.5
8134030,STEAP1,NM_012449,1.20E-01,0.71,4.75E-02,0.61,2.13E-03,0.38
7892789,,---,1.80E-01,0.8,4.50E-01,0.88,3.28E-03,0.5
7896020,,---,6.18E-01,0.9,3.24E-01,0.81,3.18E-03,0.42
8133976,DBF4,NM_006716,2.85E-01,0.79,7.64E-02,0.64,4.70E-03,0.42
7929562,ZNF518A,NM_014803,1.69E-01,0.8,5.45E-02,0.71,1.73E-03,0.48
7892510,,---,9.26E-01,0.98,3.05E-01,0.78,8.95E-03,0.45
8030364,SNORD34,NR_000019,3.54E-01,0.83,5.82E-01,0.89,5.03E-03,0.45
7892508,,---,2.93E-01,0.8,4.86E-02,0.63,6.62E-03,0.46
7894586,,---,2.27E-01,0.76,4.65E-01,0.84,4.14E-03,0.4
7894184,,---,6.59E-01,0.91,2.41E-01,0.75,2.91E-03,0.38
7893909,,---,6.26E-01,0.9,2.29E-01,0.76,3.95E-03,0.43
8054344,hCG_1645516,NM_001145664,7.47E-01,1.08,5.37E-01,0.85,9.65E-03,0.41
7894221,,---,6.66E-01,0.92,1.26E-01,0.71,5.42E-03,0.45
7893819,,---,1.19E-02,0.51,1.49E-02,0.5,8.04E-03,0.42
7892879,,---,2.20E-01,0.66,3.08E-01,0.7,3.68E-03,0.26
8159854,KIAA0020,NM_014878,7.58E-01,0.94,5.00E-01,0.86,4.54E-03,0.43
8165496,TUBB2C,NM_006088,7.85E-02,0.59,1.61E-01,0.65,5.75E-03,0.33
7894836,,---,7.35E-01,0.91,4.30E-01,0.78,1.09E-02,0.37
7893528,,---,1.45E-01,0.75,9.59E-02,0.7,2.96E-03,0.44
7892904,,---,6.44E-02,0.65,1.95E-01,0.73,9.10E-03,0.46
7925452,GREM2,NM_022469,1.87E-01,0.66,8.77E-03,0.37,6.30E-03,0.31
7895234,,---,7.48E-02,0.7,3.69E-01,0.84,5.65E-03,0.49
7893279,,---,7.36E-01,0.92,1.05E-01,0.64,4.93E-03,0.37
7892553,,---,2.94E-01,0.69,4.82E-02,0.46,1.01E-02,0.3
8180376,,---,4.53E-02,0.61,2.91E-02,0.55,6.49E-03,0.41
7896575,,---,2.62E-01,0.77,2.88E-01,0.77,1.49E-02,0.47
7895425,,---,3.58E-01,0.82,4.86E-01,0.85,8.25E-03,0.46
7892708,,---,2.34E-01,0.7,5.83E-02,0.53,1.33E-02,0.38
7893452,,---,5.66E-01,0.85,7.83E-02,0.56,1.42E-02,0.38
7892516,,---,9.65E-01,0.99,1.20E-01,0.68,1.16E-02,0.46
7893741,,---,7.00E-02,0.63,2.56E-01,0.74,1.48E-02,0.45
7895288,,---,3.63E-01,0.78,1.33E-01,0.64,8.74E-03,0.38
7895293,,---,1.49E-01,0.72,8.79E-02,0.65,7.24E-03,0.44
8019074,NPTX1,NM_002522,9.72E-01,1.01,4.64E-01,0.8,6.52E-03,0.34
8148070,COL14A1,NM_021110,2.12E-02,0.56,2.23E-02,0.54,1.41E-02,0.47
7917255,SSX2IP,NM_014021,3.06E-01,0.79,5.69E-02,0.61,4.27E-03,0.4
7895409,,---,3.67E-01,0.74,1.39E-01,0.58,4.84E-03,0.27
7892676,,---,7.32E-02,0.59,8.81E-02,0.59,8.98E-03,0.37
8094870,SHISA3,NM_001080505,7.03E-02,0.59,3.76E-02,0.52,4.49E-03,0.34
7892656,,---,2.70E-01,0.73,1.65E-01,0.65,6.21E-03,0.35
7893822,,---,5.14E-01,0.88,5.84E-01,0.89,7.67E-03,0.47
7904959,,---,3.89E-02,0.64,2.80E-02,0.59,9.82E-03,0.49
7896680,,---,6.34E-01,0.89,3.48E-01,0.78,1.22E-02,0.42
8055702,NMI,NM_004688,4.27E-01,0.86,3.08E-01,0.81,7.62E-03,0.49
7895963,,---,2.80E-01,0.79,2.18E-01,0.75,8.14E-03,0.45
8045499,HNMT,NM_006895,2.92E-01,0.79,6.53E-01,0.9,1.21E-02,0.47
7960744,C1R,NM_001733,2.14E-01,0.75,5.09E-01,0.85,1.01E-02,0.45
7895245,,---,2.29E-01,0.69,3.26E-01,0.72,1.40E-02,0.36
7894383,,---,3.14E-01,0.76,2.76E-01,0.73,1.33E-02,0.41
