Name,Description,C9a,C9b,C9c,E9a,E9b,E9c
AKAP11,na,8.12,7.36,11.94,8.58,7.77,12.44
GLRX2,na,16.45,13.76,31.55,11.58,9.44,28.11
SNAPC1,na,7.63,7.22,9.58,6.56,8.64,9.72
DERA,na,33.17,34.90,51.99,32.87,28.81,50.02
STRAP,na,102.98,100.15,112.29,93.97,85.63,120.44
ABCC2,na,0.00,0.01,0.08,0.06,0.02,0.05
DEF6,na,1.74,2.52,0.94,3.64,2.21,2.44
PLEKHO1,na,101.40,126.01,101.06,96.26,119.12,105.69
GCLM,na,12.10,13.43,27.33,13.45,8.91,29.45
UBR2,na,10.98,12.49,11.92,11.17,13.67,13.22
EHD2,na,435.63,443.33,579.20,409.97,407.68,583.59
DEPDC1,na,2.89,4.70,4.72,6.21,3.06,9.03
CCDC28A,na,4.96,5.30,10.61,5.58,6.49,9.87
RRAGD,na,0.00,0.00,0.03,0.00,0.00,0.00
HSF2,na,8.61,10.26,8.25,9.44,9.03,10.29
PHF20,na,32.44,34.27,22.11,29.68,29.28,24.72
HSD17B6,na,3.03,3.95,14.22,1.31,7.70,13.66
NR1H3,na,13.53,14.29,11.38,14.93,18.90,12.54
TYMP,na,8.05,9.31,5.14,8.74,8.38,7.06
NCAPH2,na,19.61,22.83,22.04,20.91,19.01,20.17
TOMM34,na,22.26,20.95,26.28,22.41,20.87,24.84
SEC63,na,61.59,61.25,118.35,55.81,59.02,142.37
KPNA6,na,38.40,43.21,33.60,36.95,38.67,31.93
VIM,na,5208.75,6444.35,4239.19,5620.82,7695.75,4357.05
RTEL1-TNFRSF6B,na,2.71,2.55,3.30,1.64,1.47,3.24
FAS,na,28.75,33.68,32.97,28.22,33.10,33.15
RNASET2,na,23.07,23.04,22.07,20.60,26.52,19.09
CD44,na,1635.06,1766.47,1625.55,1922.82,2086.11,1787.70
KCNG1,na,13.62,11.74,23.52,13.20,8.43,24.72
AGPAT4,na,5.17,5.39,6.66,8.79,6.36,7.24
SLAMF7,na,1.13,0.47,0.00,0.49,2.33,0.00
BTN3A1,na,15.37,17.37,16.93,13.76,21.03,17.52
MIPEP,na,19.86,17.17,27.39,18.32,15.74,29.21
PRKCH,na,1.93,1.05,0.55,1.03,1.76,0.45
INSRR,na,0.00,0.00,0.00,0.00,0.00,0.02
IFNGR1,na,23.89,32.21,28.22,24.64,28.80,31.70
B4GALT7,na,57.47,53.73,43.93,63.95,56.89,37.31
SH2D2A,na,0.00,0.05,0.30,0.08,0.07,0.18
VRK2,na,22.77,23.15,18.29,18.32,23.91,19.39
TNFRSF1B,na,22.79,22.17,12.39,22.32,18.99,10.50
VEZT,na,58.22,62.32,68.44,56.01,68.23,63.81
POU2F2,na,4.51,2.70,2.48,4.29,2.05,1.05
BRD9,na,29.32,32.08,35.30,29.55,34.87,34.59
SNX1,na,47.96,50.89,61.19,44.05,46.18,67.49
TBPL1,na,21.10,22.89,37.35,26.86,25.59,32.81
ARNTL2,na,42.77,56.69,19.53,39.16,59.34,28.88
BCLAF1,na,36.30,25.63,83.67,30.80,28.84,87.26
SLC39A9,na,36.97,39.57,32.47,33.77,41.22,33.50
ANK1,na,0.42,0.67,0.78,0.86,0.75,0.84
IBSP,na,0.00,0.00,0.00,0.00,0.00,0.00
TFB1M,na,10.64,11.63,16.11,9.96,10.87,15.06
RABEP1,na,23.78,22.27,24.75,20.66,21.81,26.67
HMGB3,na,13.64,16.23,37.78,14.89,14.03,43.62
NUP160,na,13.81,15.71,17.38,14.13,13.58,17.96
BAK1,na,13.27,12.09,15.02,13.42,10.20,13.06
MUSK,na,0.32,0.57,0.89,0.54,0.49,0.41
IKZF2,na,3.26,2.37,2.01,3.03,3.75,1.87
GRN,na,390.76,398.61,277.65,423.79,452.81,305.88
FAM13B,na,5.39,4.92,7.63,5.48,5.63,8.64
ARHGAP31,na,2.67,5.65,6.92,6.54,2.49,6.46
,na,0.89,0.76,0.81,0.24,0.45,0.56
CENPQ,na,3.75,3.22,2.38,3.62,3.44,3.61
SARS,na,137.37,131.43,280.64,138.10,126.32,291.96
RANBP3,na,75.13,77.42,75.52,61.24,64.13,72.18
ARID4A,na,7.00,9.68,7.72,7.13,9.03,9.46
EIPR1,na,18.67,18.54,24.80,17.07,16.25,22.62
PNPLA6,na,138.64,132.36,74.86,133.63,149.46,85.58
IFT88,na,4.72,3.96,9.12,4.11,3.22,10.33
ALG1,na,15.73,16.22,30.41,19.33,16.34,30.17
ZCCHC8,na,12.87,13.49,13.38,11.53,15.65,17.66
ABCF2,na,26.20,31.55,45.32,43.66,28.59,55.23
CHPF2,na,116.27,112.23,93.17,115.51,118.07,88.24
LRRC7,na,0.00,0.05,0.04,0.04,0.00,0.12
FUT8,na,24.28,26.49,22.79,22.05,20.99,25.62
UBA6,na,37.55,42.40,29.08,39.73,40.48,36.29
GAB2,na,6.92,5.96,5.05,6.09,8.45,5.72
ATP6V0A1,na,15.84,16.75,18.31,15.93,17.29,21.37
PIAS1,na,19.46,20.73,19.08,16.79,19.10,19.50
SLC4A7,na,30.46,25.56,26.15,31.17,31.19,29.30
APBA2,na,27.78,28.23,16.74,27.30,24.26,19.34
,na,10.31,8.35,15.54,10.25,4.90,26.82
MAP2K3,na,45.62,45.34,42.12,47.83,49.01,38.34
EFCAB1,na,0.04,0.00,0.05,0.00,0.05,0.20
TMSB10,na,2295.23,2174.29,3002.80,2670.21,2456.82,2421.55
ASTE1,na,2.93,3.52,2.01,2.65,3.57,3.03
RNF19A,na,18.59,17.93,21.99,16.49,15.40,20.79
PEX3,na,6.97,6.24,7.85,6.85,5.42,11.42
GABARAPL2,na,119.94,140.45,101.56,135.32,145.70,102.86
MYOC,na,0.00,0.00,0.00,0.00,0.05,0.04
SH3YL1,na,17.65,17.51,27.86,19.54,22.40,24.14
FAM136A,na,16.68,18.02,27.77,18.42,15.72,27.12
VCL,na,236.78,240.00,337.31,220.09,185.90,392.10
DEPDC1B,na,0.97,0.97,1.44,1.04,0.78,2.03
DAPK2,na,0.00,0.00,0.20,0.00,0.00,0.26
NSMAF,na,20.43,21.34,27.87,23.36,20.89,31.09
ADSS,na,24.00,23.39,46.44,23.05,23.00,45.38
STAP1,na,0.00,0.00,0.00,0.00,0.00,0.00
TIMP2,na,514.64,578.80,546.29,530.61,594.59,630.89
RFC1,na,20.56,27.09,23.27,34.38,25.42,29.07
TBC1D23,na,39.53,36.80,39.74,36.59,45.28,43.57
CUL3,na,58.44,67.91,56.35,50.24,64.39,60.39
MYOM2,na,0.00,0.00,0.79,0.00,0.00,0.82
OTC,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP46A1,na,0.05,0.05,0.06,0.08,0.05,0.39
AC118549.1,na,27.27,26.35,24.81,28.79,30.41,27.66
SLC18A1,na,0.00,0.00,0.00,0.00,0.00,0.00
USP2,na,0.23,0.55,0.28,1.30,2.40,0.16
CASR,na,0.00,0.00,0.00,0.00,0.00,0.00
TUBG2,na,13.87,14.22,12.85,12.97,16.88,14.12
RPL26L1,na,48.92,51.11,74.37,48.79,54.74,50.33
FLT4,na,0.04,0.03,0.00,0.05,0.09,0.31
NSUN2,na,23.58,19.26,41.52,23.10,19.85,41.68
FBXO42,na,20.12,11.86,17.94,16.99,12.21,13.65
MFAP3,na,23.01,28.01,21.66,21.79,25.28,28.68
MRI1,na,30.88,36.73,29.98,28.74,27.31,29.76
METTL1,na,8.30,7.07,14.44,5.19,9.30,16.64
HOXC8,na,0.00,0.00,0.62,0.00,0.00,0.16
AGA,na,25.28,19.68,40.60,22.03,24.38,33.65
PI4K2B,na,15.58,16.36,12.32,13.72,17.63,16.00
BOD1L1,na,13.00,16.08,19.95,13.05,15.97,21.16
MAT2B,na,48.98,51.88,58.10,48.34,51.74,58.48
TLL1,na,0.00,0.00,0.00,0.00,0.00,0.00
EDC4,na,32.61,31.18,34.89,27.84,34.01,35.75
TRIO,na,152.79,173.98,186.45,152.75,163.41,207.64
VCAN,na,34.85,29.88,108.63,36.80,29.72,105.03
CLEC16A,na,15.42,15.97,15.07,18.03,14.86,18.26
MSR1,na,1.26,3.32,2.22,3.64,4.82,0.81
CDH1,na,0.12,0.31,0.00,0.14,0.04,0.00
MTREX,na,40.30,38.98,49.65,40.70,40.83,61.73
DNAH5,na,6.50,10.07,7.02,7.94,7.87,11.16
ZFYVE16,na,12.07,13.89,18.81,13.52,9.43,20.42
RIPOR1,na,36.50,37.63,45.99,38.01,38.37,45.91
C6,na,1.86,1.70,0.40,3.08,0.93,0.81
RAI14,na,246.68,232.45,261.20,236.52,207.92,303.11
SOX30,na,0.00,0.00,0.04,0.00,0.00,0.00
PNKP,na,20.79,15.41,22.79,14.91,16.02,22.75
BEST2,na,0.00,0.00,0.00,0.00,0.00,0.00
PHLPP2,na,3.78,4.61,3.38,3.65,3.09,4.66
SPDL1,na,8.82,9.47,14.23,10.19,6.72,20.09
STAU2,na,34.00,30.24,26.88,36.47,32.06,38.19
PQLC2,na,14.81,13.27,11.52,8.88,16.23,12.17
CTNS,na,11.04,16.78,9.76,13.65,14.86,8.76
RTN4R,na,0.17,0.09,0.29,0.24,0.31,0.19
PHF23,na,37.11,37.63,42.49,36.70,31.59,40.36
CDH10,na,0.03,0.00,0.04,0.00,0.00,0.00
INPP4A,na,9.18,8.27,10.02,9.22,8.63,9.98
RAB27B,na,0.12,0.12,0.54,0.04,0.31,0.48
PSMA4,na,124.36,123.99,186.80,110.00,102.90,186.40
MYO16,na,0.01,0.18,0.00,0.03,0.17,0.09
LSG1,na,12.27,9.63,18.02,8.90,8.54,21.55
PARP3,na,23.20,29.01,27.77,22.90,32.04,30.10
TNC,na,87.85,64.84,294.26,54.07,18.84,247.25
THAP3,na,21.32,20.95,17.10,26.51,22.58,14.50
RIPOR3,na,13.00,14.02,3.40,11.36,13.51,7.09
TDP1,na,10.65,13.70,11.80,17.77,10.75,17.76
AIFM2,na,9.67,9.79,17.05,8.43,8.58,16.89
C2orf83,na,0.00,0.00,0.00,0.00,0.00,0.00
SPATA7,na,34.85,39.81,25.94,31.10,43.40,25.98
MED17,na,18.36,23.73,25.32,28.05,25.50,31.66
RETSAT,na,25.64,28.84,32.98,28.74,41.63,37.11
CAPG,na,156.72,189.74,86.69,131.12,179.20,91.30
AP2S1,na,256.83,263.19,286.30,288.29,264.20,281.07
USH2A,na,0.03,0.01,0.02,0.02,0.00,0.03
ZPBP,na,0.00,0.00,0.00,0.00,0.00,0.00
TG,na,1.28,0.62,2.25,2.72,1.53,0.75
ADAM28,na,1.19,0.25,0.26,0.86,0.53,0.23
BARX2,na,0.00,0.00,0.00,0.00,0.00,0.00
DCUN1D1,na,15.98,20.48,18.11,15.01,22.05,19.76
JADE2,na,13.00,21.81,12.74,19.73,20.52,17.63
ZIC2,na,0.00,0.00,0.00,0.00,0.00,0.00
LCP2,na,0.00,0.00,0.00,0.00,0.00,0.00
TRIT1,na,11.02,12.50,15.98,12.86,12.28,16.91
ADRB1,na,0.00,0.00,0.00,0.00,0.00,0.00
GUCA2B,na,0.00,0.00,0.00,0.00,0.00,0.00
CUL7,na,45.14,48.71,35.85,48.19,62.88,36.89
CTNNA1,na,249.19,282.98,362.31,242.96,249.35,395.88
PHKA2,na,9.35,9.22,10.06,7.14,7.12,10.45
CNTLN,na,5.30,5.47,6.80,5.06,6.08,7.31
EPHA3,na,0.00,0.00,0.00,0.00,0.00,0.00
HSPA5,na,251.19,190.88,394.66,269.10,166.37,416.28
DSG2,na,0.49,0.35,0.31,1.35,0.43,0.47
GEMIN8,na,18.23,19.66,22.98,19.08,20.32,18.75
OFD1,na,13.47,13.24,9.88,12.17,14.61,13.50
GPM6B,na,0.03,0.02,0.48,0.05,0.05,0.56
MAGEC2,na,0.00,0.00,0.06,0.00,0.00,0.00
PREX2,na,0.00,0.01,0.00,0.00,0.01,0.01
WDR37,na,9.16,11.24,9.67,10.50,10.78,8.07
YTHDC2,na,15.81,19.65,20.00,15.20,19.85,20.55
CTPS2,na,8.83,9.98,6.57,10.48,9.92,10.29
ATP6V1H,na,31.00,39.34,43.87,32.75,31.57,43.87
POLR2B,na,57.65,60.03,75.98,54.20,52.95,84.58
FAM214A,na,6.73,8.60,9.33,7.13,7.82,13.61
ARAP2,na,0.00,0.00,0.00,0.00,0.00,0.03
TPR,na,35.90,43.67,45.21,43.69,41.59,54.54
CP,na,0.00,0.00,0.11,0.00,0.00,0.44
KIAA0556,na,10.07,6.66,12.88,7.92,6.84,13.02
DTNBP1,na,9.15,15.63,14.24,15.71,8.53,15.88
XK,na,0.00,0.01,0.00,0.04,0.00,0.02
ANO2,na,0.77,0.71,0.00,0.59,0.92,0.09
C12orf4,na,6.78,5.38,12.85,6.36,3.99,13.53
SCML1,na,10.57,11.43,7.58,8.86,11.99,8.58
WWC3,na,27.84,26.76,18.68,26.05,26.88,21.47
ARHGAP6,na,3.20,3.40,3.25,3.57,3.18,3.20
FAM184B,na,0.91,0.82,0.78,1.03,0.75,1.11
MAP4,na,265.97,291.02,327.36,264.42,284.27,342.13
GOPC,na,19.20,19.09,29.75,19.70,19.61,27.34
ROS1,na,0.00,0.00,0.00,0.00,0.00,0.00
USP28,na,10.12,11.57,16.65,7.97,11.85,16.06
HDAC9,na,4.09,5.07,1.76,3.93,4.88,1.97
TSPAN17,na,44.35,43.25,49.40,42.13,38.68,48.59
NOP16,na,8.48,7.81,21.00,8.06,8.13,19.79
CC2D2A,na,8.20,10.31,16.00,7.80,8.58,13.16
RRM2B,na,43.52,52.82,23.59,44.30,48.88,19.87
ZNF800,na,8.11,9.04,8.37,7.89,7.52,9.47
TNFRSF17,na,0.00,0.00,0.00,0.00,0.00,0.00
SNX29,na,13.16,16.96,10.88,11.58,12.87,11.43
LMO3,na,0.00,0.00,0.10,0.00,0.08,0.00
MRPS10,na,20.46,19.48,29.24,19.72,20.95,28.26
GUCA1A,na,1.15,0.99,0.00,0.70,1.11,0.00
RSF1,na,27.02,23.87,23.03,29.04,32.50,33.38
VPS13D,na,11.11,13.14,13.65,11.28,11.72,14.83
CELF2,na,5.32,2.62,4.72,6.07,3.17,4.76
FAM120A,na,78.37,77.70,76.60,73.42,81.35,71.07
R3HDM1,na,13.73,13.54,16.67,13.88,9.17,20.93
COL9A2,na,4.33,5.93,1.46,4.41,3.39,1.13
KITLG,na,9.84,6.40,12.27,9.90,7.96,14.05
ERCC8,na,4.66,6.46,6.07,6.99,5.60,8.13
ADAMTS6,na,16.77,18.61,23.22,19.56,18.70,24.23
H6PD,na,59.45,68.03,36.92,63.52,67.30,41.87
VAMP3,na,95.34,99.67,102.55,101.50,105.30,89.85
PER3,na,5.43,6.81,4.33,5.89,8.80,5.80
UTS2,na,0.00,0.00,0.00,0.00,0.00,0.00
TNFRSF9,na,0.00,0.17,0.00,0.00,0.00,0.10
EPN3,na,0.00,0.00,0.05,0.00,0.00,0.14
,na,0.00,0.00,0.00,0.00,0.00,0.00
LTBP1,na,441.72,386.57,447.98,479.25,420.12,496.76
RCN1,na,442.48,460.03,467.24,463.16,510.92,533.63
ELN,na,8.53,2.71,17.14,5.10,1.46,9.85
RFC2,na,11.74,8.02,13.23,10.04,10.03,18.01
ARID1B,na,15.18,14.33,15.13,14.70,16.44,14.64
CLPTM1L,na,116.88,114.28,100.62,112.62,117.28,116.94
NEDD4L,na,3.56,3.72,9.55,5.20,6.22,5.08
FOXP3,na,0.04,0.00,0.19,0.00,0.10,0.08
PPP1R3F,na,8.22,4.63,2.43,9.26,8.06,6.42
HEXB,na,149.92,155.89,165.84,168.78,210.97,191.98
PTCD2,na,6.00,4.05,6.33,5.48,4.80,7.98
NEXMIF,na,0.00,0.00,0.00,0.00,0.00,0.00
JKAMP,na,57.91,55.22,57.69,61.37,69.94,69.97
DKK3,na,688.64,688.16,593.16,624.94,695.69,703.46
ARHGEF5,na,0.10,0.05,0.02,0.00,0.02,0.00
NFE2L3,na,53.85,66.41,27.28,55.32,63.76,36.86
MCUR1,na,9.98,6.28,7.37,8.59,6.06,8.19
LIMA1,na,133.31,152.88,151.80,144.14,174.80,168.89
LETMD1,na,41.13,42.63,29.47,44.90,60.05,37.50
SLC4A8,na,0.45,0.72,5.39,1.01,1.46,1.69
LAMC3,na,0.00,0.00,0.00,0.00,0.00,0.00
PTGER3,na,0.00,0.00,0.00,0.03,0.06,0.00
TNIP3,na,0.27,0.20,0.00,0.23,0.04,0.04
MAPK9,na,24.58,29.04,27.75,25.07,31.06,28.61
COL23A1,na,0.00,0.03,0.04,0.00,0.00,0.00
BCAR1,na,95.54,91.83,76.21,93.86,86.37,96.56
FAM160A2,na,11.17,9.20,13.26,11.95,10.88,16.94
HERPUD1,na,79.48,72.36,104.46,88.70,74.97,124.68
HOMER3,na,62.51,62.45,61.73,63.32,60.97,58.37
RAD51,na,5.55,4.49,7.64,4.12,3.05,9.05
POLQ,na,0.40,0.40,0.77,0.58,0.22,1.32
PIK3CB,na,24.36,26.38,17.11,22.33,26.58,19.34
CYBA,na,162.32,188.97,225.32,201.70,183.24,226.44
THOC3,na,25.67,21.81,22.86,22.65,22.13,27.84
HEBP2,na,58.68,59.31,47.71,53.20,63.40,43.74
MPHOSPH9,na,6.60,6.64,12.86,5.96,8.94,10.71
PLEKHA5,na,22.61,25.82,21.56,21.04,26.69,25.91
PRSS8,na,0.05,0.00,0.07,0.00,0.00,0.17
SIKE1,na,30.61,24.43,32.16,25.73,25.68,28.50
RRP12,na,10.60,10.13,8.51,12.61,13.88,10.27
FNIP2,na,7.55,9.04,7.17,7.98,9.45,8.98
MSMO1,na,62.24,93.09,69.01,53.85,75.55,72.86
TTC17,na,58.06,56.80,62.29,51.50,57.33,68.55
ALX4,na,0.03,0.01,0.02,0.00,0.02,0.00
FSTL4,na,0.00,0.00,0.05,0.00,0.00,0.00
FOXN3,na,49.93,52.22,45.69,53.93,43.93,40.22
METTL24,na,0.00,0.00,0.00,0.00,0.00,0.09
AKR7A2,na,62.98,61.40,46.62,60.68,72.54,41.96
MRTO4,na,10.77,9.80,21.18,9.88,7.06,25.34
NNAT,na,17.25,16.48,1.62,17.52,9.59,2.75
USE1,na,28.65,31.14,27.22,27.45,29.35,27.18
MCF2L2,na,0.00,0.00,0.31,0.00,0.00,0.04
NRIP2,na,0.27,0.28,0.53,0.33,0.43,0.49
LAMA3,na,1.24,1.80,6.70,0.95,0.95,5.34
AP5M1,na,13.84,12.73,16.46,11.68,14.44,16.14
ANAPC4,na,11.44,10.13,15.90,9.04,11.85,20.63
KCNQ1,na,0.00,0.00,0.00,0.00,0.23,0.00
TRAPPC3,na,71.91,72.07,94.55,69.47,66.84,76.99
THRAP3,na,62.39,60.63,77.34,59.69,58.26,78.14
PHPT1,na,226.16,235.97,182.93,213.42,217.38,151.02
ENTPD2,na,0.00,0.00,0.00,0.00,0.00,0.00
LY75,na,0.00,0.00,0.00,0.00,0.00,0.02
ARID4B,na,16.30,17.79,18.25,15.81,18.14,18.79
OPN3,na,104.69,101.56,52.78,110.23,114.53,63.53
SDCCAG8,na,16.65,13.46,16.35,11.77,9.66,25.32
PTPRN,na,7.41,2.59,22.33,11.09,5.14,15.19
HHAT,na,0.96,0.81,1.06,0.91,0.08,1.16
KIF1B,na,17.58,16.31,17.96,16.82,16.65,19.24
FOXC1,na,6.34,5.43,16.92,6.53,6.52,13.62
TBC1D22A,na,24.92,30.33,30.12,27.21,27.28,29.17
SYNE2,na,2.61,1.63,5.51,3.23,1.76,5.34
PLEKHH1,na,0.04,0.00,0.02,0.11,0.05,0.42
ATP9A,na,12.93,17.92,12.06,14.48,21.93,16.38
SPO11,na,0.00,0.00,0.00,0.00,0.00,0.00
CBLN4,na,0.00,0.00,0.00,0.00,0.00,0.00
CHRDL2,na,30.46,10.39,35.48,42.57,12.14,22.33
FAM168A,na,27.82,28.72,19.21,31.68,31.24,21.86
RELT,na,2.34,1.48,2.90,2.39,1.95,2.62
GALC,na,28.67,31.53,20.20,31.54,30.06,28.77
NOP58,na,45.10,36.90,66.91,46.65,29.56,72.57
SZRD1,na,122.11,138.71,120.43,113.10,111.16,130.12
KCNH2,na,2.97,0.59,5.45,1.67,0.40,4.08
CUL1,na,45.41,50.09,57.74,41.57,48.59,58.59
FAM114A2,na,15.64,17.25,20.93,16.63,13.10,21.82
CYFIP2,na,3.52,2.22,1.73,2.87,2.19,2.23
TAB2,na,46.45,49.60,35.11,42.09,53.63,38.23
GINM1,na,53.06,50.07,46.61,55.25,66.05,54.64
EIF2AK2,na,23.56,24.35,20.09,19.92,22.71,28.18
USP36,na,19.39,17.54,23.18,19.64,20.28,25.94
KMT2C,na,10.39,9.79,7.36,8.99,9.00,9.61
MCOLN3,na,0.00,0.00,0.04,0.08,0.00,0.00
CCDC85A,na,0.02,0.00,0.11,0.00,0.00,0.24
PUM2,na,32.55,33.31,30.39,31.22,33.93,32.26
MRPL43,na,107.21,107.57,98.80,103.47,116.11,85.39
ITIH4,na,0.18,0.19,0.81,0.00,0.26,0.02
ITIH1,na,0.00,0.00,0.00,0.00,0.00,0.00
HPF1,na,25.04,22.19,41.03,25.23,18.22,39.13
ZFR,na,56.88,54.01,59.88,54.87,54.00,66.56
ZNF280C,na,1.16,2.55,2.38,1.33,2.05,1.99
NPFFR2,na,0.00,0.00,0.00,0.00,0.00,0.09
PHF21B,na,0.00,0.00,0.00,0.00,0.00,0.00
TRAF1,na,1.94,3.31,2.05,2.04,1.74,1.65
RC3H2,na,21.76,22.05,19.64,19.17,20.66,20.84
,na,34.57,35.89,27.15,32.52,36.96,26.23
IL17RB,na,0.19,0.20,0.46,0.67,0.14,0.65
TRAF3IP2,na,10.64,14.58,10.58,16.57,17.98,9.79
GYG2,na,14.69,17.44,20.73,13.55,20.03,21.65
DCBLD2,na,74.16,46.86,68.00,64.93,45.20,76.02
SERPINB3,na,0.00,0.00,0.00,0.00,0.00,0.00
SOAT1,na,26.16,30.27,28.79,22.04,28.88,40.34
PKP2,na,0.17,0.00,0.35,0.05,0.00,0.63
MSH4,na,0.00,0.00,0.00,0.00,0.00,0.00
F7,na,0.87,1.33,0.39,1.74,1.48,0.31
GDI2,na,186.23,187.33,190.05,186.44,215.54,218.42
PRDM1,na,5.50,6.76,3.85,5.52,4.90,5.05
ATG5,na,17.28,18.51,15.64,14.53,17.13,15.34
TMCC3,na,0.07,0.05,0.39,0.10,0.07,0.13
PITHD1,na,21.10,21.71,25.25,19.84,21.61,22.47
MTA3,na,43.28,32.00,37.60,30.29,35.55,34.66
USP13,na,8.98,10.17,6.30,6.47,10.76,9.97
ATP11B,na,38.75,49.60,30.27,45.16,46.57,45.37
LAMC2,na,3.43,2.59,2.79,7.02,3.75,2.32
CDK14,na,11.42,11.18,10.47,9.42,10.47,10.22
SEC61A1,na,410.26,425.14,392.88,420.80,424.62,439.95
PPP1R12A,na,44.08,44.32,59.57,38.39,49.79,85.63
RASGRF1,na,0.41,0.38,0.50,0.04,0.45,0.25
CAMK2B,na,0.07,0.00,0.00,0.13,0.00,0.04
CROCC,na,9.31,9.60,11.70,11.16,9.70,14.62
POLR3E,na,11.62,12.93,18.13,13.18,12.65,18.38
ATP2B4,na,98.20,99.48,92.67,104.53,103.63,99.06
ZC3H11A,na,51.43,50.45,61.54,48.61,44.05,63.81
RIOK2,na,18.99,17.68,30.86,21.05,16.59,37.05
YIPF1,na,29.27,37.26,24.08,29.68,32.16,24.88
NDC1,na,9.19,10.52,10.19,10.34,7.68,15.30
DGKG,na,0.00,0.09,0.24,0.00,0.00,0.00
FLYWCH1,na,36.02,32.45,37.04,27.74,40.13,47.36
UNKL,na,46.58,14.89,22.12,20.57,11.24,11.14
TBXAS1,na,24.57,39.05,15.89,19.89,33.52,25.13
PARP12,na,4.89,5.83,7.21,5.43,3.59,8.30
ALDH18A1,na,63.39,56.74,88.55,60.88,61.52,90.28
TARBP1,na,3.19,7.15,13.16,4.16,3.16,8.68
GATB,na,8.20,11.97,14.15,9.94,11.68,15.41
MXD1,na,4.22,3.54,4.07,2.43,4.59,4.05
CDK17,na,20.28,24.56,25.96,26.48,21.47,29.57
DNAJC25,na,30.08,36.47,24.24,28.23,34.65,29.37
SLC2A3,na,143.13,154.69,97.31,144.04,194.11,129.69
PSD,na,2.40,1.01,1.78,1.23,1.21,1.48
CTDP1,na,11.98,14.87,15.97,15.93,12.96,16.47
YBX3,na,266.80,247.60,205.87,280.50,275.97,207.80
STYK1,na,0.00,0.03,0.00,0.04,0.00,0.09
WNK1,na,40.48,37.91,46.55,38.61,37.16,43.32
RPS17P5,na,0.00,0.00,0.00,0.00,0.00,0.00
CCAR1,na,19.10,18.73,49.66,21.30,18.73,50.83
OGFR,na,31.88,30.34,31.54,28.82,29.28,34.02
GNA15,na,0.00,0.04,0.05,0.00,0.00,0.00
CREB3L3,na,0.00,0.00,0.00,0.00,0.00,0.00
PIGV,na,10.61,12.40,11.80,14.30,15.49,10.41
PTPRU,na,8.45,5.30,9.63,12.07,5.96,9.64
SNRNP40,na,22.94,22.53,28.01,20.50,22.64,33.46
RIMBP2,na,0.00,0.00,0.00,0.00,0.00,0.00
COL11A1,na,4.90,2.55,12.34,6.56,4.47,20.84
QSER1,na,9.44,9.21,9.17,9.74,7.96,13.16
MPC1,na,15.79,15.60,17.78,13.58,13.86,16.26
ACAA1,na,19.01,18.12,42.89,19.50,21.07,44.34
BCAT1,na,67.13,70.60,96.05,70.05,79.63,117.23
HDAC7,na,48.80,52.27,45.54,46.27,59.15,46.69
LZTS1,na,0.90,1.27,1.62,0.52,1.14,1.93
PRDM6,na,0.12,0.08,1.13,0.29,0.07,0.55
WNT8A,na,0.00,0.00,0.00,0.00,0.00,0.00
SPAG4,na,10.13,11.10,6.22,10.91,11.55,6.01
NCKAP1,na,106.67,116.16,102.06,102.05,117.22,120.14
MRPS35,na,26.08,24.58,34.22,26.55,26.84,35.36
GUCY1B1,na,0.86,1.00,5.68,0.64,1.44,5.00
SFSWAP,na,18.01,22.36,28.20,18.14,21.17,27.05
TNK2,na,10.68,11.95,10.22,13.26,18.14,11.05
MON2,na,19.41,21.82,24.68,19.00,19.68,27.23
CDH3,na,0.03,0.03,0.16,0.00,0.70,0.00
ARSF,na,0.00,0.00,0.00,0.00,0.00,0.00
GPBP1,na,42.89,45.10,37.02,41.00,48.93,40.14
DGAT2,na,0.42,0.20,1.61,1.02,1.12,1.79
ZNF112,na,1.17,1.65,2.38,0.91,0.69,2.29
CS,na,93.11,103.20,93.78,88.31,111.06,103.14
LTK,na,1.29,0.47,1.71,1.04,0.54,1.97
MRPS24,na,219.28,229.66,140.16,225.58,232.27,127.60
ELMO2,na,16.78,16.19,18.61,16.67,14.36,20.60
WAPL,na,19.37,19.08,25.54,20.11,23.22,33.39
VMP1,na,102.85,97.19,162.60,88.19,85.15,187.23
APPBP2,na,32.33,37.09,36.38,31.77,40.11,30.15
POLD1,na,9.49,10.17,11.49,11.55,10.29,14.74
SEZ6,na,0.00,0.07,0.00,0.19,0.00,0.03
EIF4B,na,395.10,405.77,318.85,410.71,493.50,298.51
SLC6A16,na,0.06,0.03,0.78,0.04,0.04,0.92
BICRA,na,5.87,6.35,8.78,7.75,6.31,5.14
SPHK2,na,8.21,9.77,10.20,9.61,6.75,9.50
RPL18,na,1872.59,1977.71,1846.02,1920.91,2066.08,1551.61
CA11,na,0.84,0.71,4.80,6.86,2.69,0.81
ISOC2,na,49.73,42.52,60.61,44.67,42.39,56.54
U2AF2,na,106.60,91.11,175.49,91.34,77.81,168.96
EPN1,na,145.78,145.95,126.97,131.67,154.49,119.32
MED29,na,27.44,28.78,21.68,29.12,33.75,23.34
AHRR,na,39.82,40.17,23.66,37.42,46.86,24.15
GSC2,na,0.00,0.00,0.13,0.00,0.00,0.00
ZNF275,na,7.66,8.84,8.52,7.61,8.62,7.84
