Name,Description,C1a,C1b,C1c,C9a,C9b,C9c
LAD1,na,0.04,0.00,0.04,0.00,0.23,0.00
STC1,na,77.10,46.31,28.53,66.67,54.60,32.99
TNNI1,na,0.00,0.00,0.00,0.00,0.00,0.00
CSRP1,na,666.18,669.62,786.67,523.86,480.76,811.32
PRAC1,na,0.00,0.00,0.00,0.00,0.00,0.00
HOXB13,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007383.1,na,0.00,0.00,0.00,0.00,0.00,0.00
C1QC,na,0.00,0.00,0.00,0.00,0.00,0.00
KCNE2,na,0.00,0.00,0.00,0.00,0.00,0.18
ATP5MC1,na,93.73,131.44,149.45,102.74,106.39,146.86
RCAN1,na,91.86,63.01,85.93,74.93,60.68,61.48
UBE2Z,na,81.90,80.84,84.20,87.02,83.34,97.99
CIART,na,3.19,2.36,8.25,4.99,5.95,6.35
SNF8,na,120.79,157.21,174.51,111.26,129.32,213.79
CLIC6,na,0.23,0.05,0.19,0.05,0.06,0.11
CCDC24,na,0.41,1.44,2.43,1.51,1.01,2.64
RUNX1,na,50.80,37.47,58.12,52.18,55.84,29.68
IGF2BP1,na,21.00,18.09,44.85,33.18,31.77,28.47
GIP,na,0.00,0.20,0.00,0.38,0.16,0.21
CBR1,na,94.90,144.90,134.09,82.17,77.31,107.01
CBR3,na,3.39,3.88,9.95,3.73,5.13,10.94
AC005041.1,na,1.27,0.94,0.93,1.06,1.77,0.53
TUBBP5,na,0.00,0.00,0.00,0.00,0.00,0.00
GJD2,na,0.00,0.00,0.00,0.00,0.00,0.00
ACTC1,na,0.05,0.04,1.60,0.24,0.40,0.53
MORC3,na,21.33,16.96,16.39,18.45,19.05,14.77
CHAF1B,na,4.43,4.08,11.80,3.74,3.72,3.81
CLDN14,na,0.00,0.26,0.08,0.33,0.07,0.00
SIM2,na,13.00,7.81,19.10,0.70,0.77,10.95
HLCS,na,12.64,10.11,10.07,13.31,12.43,12.65
GOLGA6A,na,0.00,0.00,0.00,0.00,0.00,0.00
SCUBE1,na,0.00,0.02,0.00,0.00,0.02,0.00
ARHGAP27,na,0.21,0.39,0.71,0.29,0.24,0.35
ADPGK,na,40.95,41.96,49.22,40.27,44.05,53.97
PTMS,na,480.21,667.30,971.29,483.84,514.50,754.44
PLA2G4D,na,0.00,0.00,0.00,0.00,0.00,0.00
PADI4,na,0.00,0.00,0.00,0.00,0.00,0.00
ADIPOR1,na,69.44,84.23,80.52,106.20,112.36,67.29
CYB5R1,na,22.34,22.22,25.74,42.69,52.73,47.72
PSMD4,na,108.70,128.77,161.88,119.79,134.75,167.13
ATP13A2,na,9.44,11.13,17.87,14.45,15.32,15.44
M1AP,na,0.00,0.07,0.00,4.16,0.25,0.07
PSMB4,na,300.50,283.34,308.59,253.12,283.71,352.13
IRX6,na,0.00,0.00,0.00,0.00,0.00,0.00
BTG2,na,3.00,2.87,5.17,10.03,9.04,6.60
CES5A,na,0.00,0.00,0.00,0.00,0.00,0.00
HK2,na,17.62,17.23,14.85,33.66,30.14,35.29
C1R,na,1243.48,1296.32,356.24,833.70,808.96,726.17
CELF3,na,0.00,0.00,0.00,0.00,0.00,0.00
ALDH4A1,na,7.15,9.66,13.11,9.34,12.43,11.36
STARD9,na,3.49,2.91,2.66,4.25,3.50,2.87
THEM4,na,4.18,2.93,10.03,3.00,4.47,9.21
TCHH,na,0.00,0.00,0.01,0.00,0.00,0.00
LCE2B,na,0.00,0.00,1.63,0.00,0.00,0.82
UBR1,na,12.93,10.03,13.67,11.73,14.67,13.94
AMFR,na,133.76,110.35,139.83,129.03,158.41,97.83
MED8,na,50.16,52.97,58.00,54.26,55.26,65.54
TGM7,na,0.00,0.00,0.04,0.00,0.00,0.00
RGL4,na,0.08,0.00,0.00,0.00,0.03,0.00
SPRR2G,na,0.00,0.00,0.00,0.00,0.00,0.00
PGLYRP3,na,0.00,0.00,0.00,0.00,0.00,0.00
ISL2,na,2.62,2.22,1.57,1.45,0.65,3.75
RSPRY1,na,31.31,27.34,35.93,26.18,31.89,21.87
CCDC17,na,0.17,0.07,0.03,0.03,0.03,0.06
GPBP1L1,na,43.43,37.71,32.89,39.46,51.26,44.99
NAE1,na,31.18,25.04,39.75,33.62,30.91,35.00
TMEM69,na,22.30,14.88,16.31,16.38,19.49,16.18
ADGRG5,na,0.00,0.00,0.00,0.00,0.00,0.00
DRC7,na,0.00,0.00,0.00,0.00,0.00,0.00
ACE,na,3.74,7.55,3.83,7.58,16.05,3.54
TEPP,na,0.00,0.00,0.00,0.00,0.00,0.05
UROC1,na,0.00,0.00,0.00,0.00,0.00,0.00
EFCAB14,na,52.03,44.66,42.87,55.05,51.42,40.45
SPON2,na,215.58,272.24,359.32,185.12,373.55,390.54
CHCHD6,na,8.26,13.74,17.68,13.85,15.35,22.28
CTBP1,na,184.91,206.78,237.68,143.81,173.58,158.95
LRRC36,na,0.31,1.29,1.33,1.14,2.41,0.19
ANKRD18CP,na,0.00,0.00,0.03,0.00,0.00,0.00
TPPP3,na,2.79,3.00,1.63,1.60,1.52,0.99
ZDHHC1,na,9.72,9.32,8.83,9.36,9.03,7.68
ATP6V0D1,na,59.82,58.95,78.22,57.46,57.06,82.87
AGRP,na,0.00,0.00,0.00,0.00,0.00,0.00
ZFYVE28,na,2.01,2.22,2.21,1.65,1.41,0.83
CARMIL2,na,0.17,0.34,0.97,0.59,0.43,1.53
C16orf86,na,2.15,1.62,0.87,4.42,4.26,3.01
PIP,na,0.00,0.00,0.00,0.00,0.00,0.00
FAM131B,na,1.56,1.78,1.72,0.72,0.61,2.38
RGS12,na,21.67,15.23,74.00,16.57,11.81,19.35
PSKH1,na,18.12,18.53,20.17,21.35,20.82,16.86
ZYX,na,269.36,340.28,587.76,328.17,356.74,375.55
ABR,na,66.18,68.15,68.34,74.19,78.76,68.43
TCAF2P1,na,0.04,0.18,0.18,0.28,0.27,0.09
LYPD5,na,0.87,0.36,1.14,0.56,0.87,0.55
CCDC117,na,21.74,15.88,14.62,17.74,18.94,12.83
ZNF230,na,3.09,1.70,0.90,2.35,1.49,2.79
CCDC107,na,25.94,41.52,38.36,39.23,42.29,39.19
ZNF222,na,1.51,1.77,1.86,2.50,2.01,3.82
NPR2,na,18.24,18.38,21.01,21.65,22.63,25.68
ZNF890P,na,0.19,0.00,0.09,0.19,0.00,0.11
ZNF221,na,2.02,1.50,1.22,1.58,2.13,0.85
ZNF233,na,0.57,0.15,0.23,0.46,0.55,0.56
ZNF235,na,1.61,0.50,0.99,2.85,0.98,1.44
GNE,na,15.09,12.53,13.40,12.87,15.18,14.97
TNFRSF13C,na,0.00,0.00,0.00,0.00,0.00,0.00
OR3A3,na,0.00,0.00,0.00,0.00,0.00,0.00
ARHGAP35,na,21.38,24.91,26.07,23.43,24.34,24.35
PTGIR,na,3.56,3.56,8.79,6.65,4.32,2.34
CALM3,na,303.34,309.42,417.38,266.70,267.93,341.93
DFFA,na,19.86,12.73,15.04,14.30,10.99,20.49
CCDC28B,na,9.95,11.90,14.95,13.54,8.65,23.95
IQCC,na,1.72,1.31,2.33,1.27,1.27,1.93
TMEM234,na,10.05,17.81,10.40,15.09,20.64,23.62
BSDC1,na,54.51,49.70,53.54,51.11,52.09,63.42
ZBTB8A,na,4.49,2.99,2.31,2.73,2.91,4.07
ATAD3B,na,7.78,10.00,21.59,6.44,6.94,16.95
SSU72,na,131.92,125.38,130.88,130.36,130.66,112.03
UBE2J2,na,103.02,119.86,129.42,97.08,94.79,112.15
ZNF362,na,25.52,19.28,18.39,11.71,9.79,16.16
FNDC5,na,0.00,0.06,0.13,0.00,0.05,0.23
CPAMD8,na,1.63,2.28,0.75,1.08,1.92,1.23
NR2F6,na,28.00,35.10,38.05,31.06,37.28,30.75
ANKLE1,na,0.40,0.46,1.25,2.00,0.40,0.41
CCDC58,na,27.04,21.05,34.60,13.64,14.40,46.59
VMA21,na,8.92,7.10,7.76,14.98,7.85,9.49
KALRN,na,1.40,1.22,3.63,0.95,0.67,2.44
CILP2,na,0.39,0.35,0.27,0.52,0.75,0.59
FAM86C2P,na,0.58,0.37,1.69,0.31,0.69,0.69
ABCG1,na,5.77,3.04,0.70,1.82,4.48,2.53
TFF3,na,0.00,0.00,0.00,0.00,0.00,0.00
TFF2,na,0.00,0.00,0.00,0.00,0.00,0.00
TFF1,na,0.00,0.00,0.00,0.00,0.00,0.00
TMPRSS3,na,0.00,0.00,0.00,0.00,0.00,0.00
UBASH3A,na,0.00,0.00,0.00,0.00,0.00,0.00
RSPH1,na,0.00,0.00,0.00,0.00,0.00,0.00
SLC37A1,na,0.46,0.09,0.16,0.03,0.00,0.70
PDE9A,na,0.00,0.17,0.71,0.00,0.00,0.08
WDR4,na,5.46,8.01,12.05,4.73,4.07,13.72
NDUFV3,na,20.25,23.65,31.75,24.06,27.00,34.59
PKNOX1,na,20.99,17.71,26.57,18.90,13.58,15.85
CBS,na,59.40,73.07,53.17,44.87,37.39,135.91
U2AF1,na,76.94,92.64,130.31,73.42,71.95,154.86
CRYAA,na,0.00,0.00,0.00,0.00,0.00,0.00
HSF2BP,na,2.53,2.62,1.13,1.56,1.89,2.15
RRP1B,na,11.73,11.92,18.78,12.41,12.58,12.85
PDXK,na,85.50,98.31,99.21,83.03,100.46,94.10
G6PD,na,212.10,228.06,233.26,195.20,225.57,340.57
CSTB,na,17.33,26.04,26.52,36.98,35.45,32.58
RRP1,na,17.05,10.01,27.20,8.09,11.17,18.28
AGPAT3,na,45.29,44.11,54.42,56.36,59.92,43.39
TRAPPC10,na,10.00,9.58,18.10,12.41,13.27,13.73
GAB3,na,1.16,1.38,0.49,1.00,0.62,1.03
C21orf33,na,66.10,70.34,64.75,54.55,59.70,71.23
ICOSLG,na,0.24,0.34,0.03,0.13,0.33,0.34
AIRE,na,0.00,0.00,0.08,0.00,0.00,0.05
C21orf2,na,24.50,31.24,25.75,16.96,22.58,15.68
ZNF66,na,0.37,0.62,0.55,0.43,0.20,0.37
LRRC3,na,0.20,0.29,0.57,0.26,0.34,0.13
ITGB2,na,0.13,0.21,0.03,0.13,0.00,0.05
FAM207A,na,15.01,30.64,39.45,25.80,20.51,32.77
RALGDS,na,16.51,12.85,24.82,11.09,15.20,15.89
FTCD,na,0.17,0.15,0.00,0.85,0.04,0.47
SPATC1L,na,26.37,27.05,25.86,20.37,23.60,15.97
LSS,na,34.82,44.04,49.08,43.41,61.04,59.81
VAV2,na,11.22,13.54,17.57,13.46,18.12,14.78
MCM3AP,na,38.00,36.71,48.42,39.44,42.13,44.58
C21orf58,na,2.76,3.52,4.54,1.65,3.15,3.21
PCNT,na,7.69,5.50,9.16,6.13,10.77,9.95
DIP2A,na,13.19,11.54,14.31,15.02,18.04,14.98
S100B,na,0.00,0.00,0.14,0.42,0.00,0.28
PRMT2,na,103.40,124.00,125.94,117.33,104.40,133.19
CLDND2,na,0.00,1.71,0.00,0.55,0.00,0.00
ZNF208,na,0.00,0.76,0.00,0.00,0.00,0.00
ADAMTS13,na,2.68,1.08,1.51,1.83,1.79,3.33
CACFD1,na,8.59,7.52,6.78,4.94,4.67,7.90
SLC2A6,na,2.72,6.16,6.03,3.92,5.32,6.71
ZNF761,na,8.85,3.79,5.08,4.65,4.47,6.06
FCN2,na,0.00,0.00,0.00,0.00,0.00,0.00
C9orf116,na,2.44,2.55,2.22,1.59,1.65,5.77
LCN1,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF714,na,3.07,2.95,3.74,4.10,2.41,2.40
GPSM1,na,57.48,64.79,82.23,56.19,51.79,61.14
C19orf47,na,6.92,9.82,12.87,6.26,6.57,8.57
HIPK4,na,0.04,0.19,0.17,0.11,0.16,0.28
CFAP157,na,0.00,0.18,0.18,0.18,0.31,0.31
TOR2A,na,4.22,7.69,13.26,5.83,7.12,5.56
ST6GALNAC6,na,109.63,106.14,80.64,88.67,105.46,66.64
SHKBP1,na,84.45,104.94,117.30,104.99,108.11,80.46
RDH13,na,5.81,3.88,6.23,3.46,3.20,3.70
ZER1,na,33.05,29.11,25.32,33.09,35.21,30.97
ZDHHC12,na,45.26,41.16,47.94,55.87,61.20,42.12
PKN3,na,4.79,4.43,6.80,3.07,1.91,2.16
SPTBN4,na,0.49,1.51,0.95,1.59,2.26,3.13
BRSK1,na,15.02,8.70,18.68,10.56,13.01,13.10
COX6B2,na,1.67,2.09,0.14,3.24,1.62,0.76
TMEM190,na,0.61,1.17,0.25,1.08,0.00,2.02
NLRP4,na,0.00,0.00,0.00,0.00,0.00,0.00
PLPP7,na,0.27,0.36,0.65,0.27,0.12,0.57
TAOK1,na,34.76,17.64,28.56,28.42,25.08,19.22
MED27,na,17.36,21.50,28.69,17.59,18.44,26.70
DEDD2,na,18.76,25.83,28.22,23.46,28.89,23.86
SIK3,na,12.15,11.02,11.01,12.04,12.32,11.16
MPZL3,na,0.40,0.00,0.00,0.00,0.00,0.00
JAML,na,0.00,0.00,0.00,0.00,0.00,0.00
NEK8,na,0.50,0.95,0.66,2.54,0.80,1.43
TLCD1,na,7.36,13.26,6.26,9.86,11.89,4.58
PCSK7,na,28.43,37.15,64.57,38.35,32.29,56.96
SAFB,na,53.43,39.77,58.82,35.35,51.25,54.77
CD3G,na,0.00,0.00,0.00,0.00,0.00,0.00
S100A1,na,0.12,0.58,1.60,0.00,0.47,2.22
CHTOP,na,41.14,45.63,53.16,35.33,37.42,51.05
CXCR5,na,5.96,5.92,6.41,6.31,6.90,4.46
ZBTB7B,na,19.45,20.67,18.92,18.41,21.55,19.06
FLAD1,na,15.59,22.53,21.65,14.19,13.77,22.34
SHC1,na,344.37,338.54,348.01,373.48,368.57,405.25
VPS11,na,16.55,14.02,14.67,13.69,16.14,18.52
NLRX1,na,18.55,10.51,8.75,12.28,10.96,9.23
ADAR,na,75.87,55.68,85.79,62.49,64.30,69.03
IL6R,na,3.67,5.91,3.63,8.28,7.96,2.39
UBE2Q1,na,35.38,36.66,44.77,39.13,31.75,56.23
CHRNB2,na,0.00,0.00,0.04,0.01,0.00,0.04
CRTC2,na,19.33,17.67,29.37,25.53,23.01,15.51
ANO10,na,65.43,40.25,46.84,52.04,49.18,62.66
FDPS,na,84.52,111.10,143.42,123.55,170.92,135.20
RUSC1,na,37.58,39.93,43.05,32.67,30.57,25.51
GBAP1,na,0.85,2.21,2.66,2.44,3.46,2.64
FAM189B,na,33.25,36.34,36.01,35.57,39.50,28.10
PAQR6,na,0.27,0.20,0.52,0.54,0.33,0.77
PMF1,na,56.86,79.21,67.30,61.19,67.49,52.40
SLC25A44,na,14.17,8.98,13.36,9.76,9.99,10.94
LMNA,na,377.60,477.80,801.59,497.33,558.91,734.99
CCR5,na,0.00,0.00,0.00,0.00,0.00,0.00
NBEAL2,na,4.65,3.72,6.70,5.24,6.54,6.23
CCDC12,na,35.96,34.23,36.81,26.27,32.33,43.47
PTH1R,na,1.61,0.99,1.03,2.37,1.46,0.33
UBQLN4,na,13.02,13.40,20.83,10.26,14.19,16.93
MYL3,na,0.74,0.13,0.10,0.26,1.59,0.00
PPP1R35,na,36.34,58.26,60.44,35.84,43.01,37.26
GPATCH4,na,6.69,11.73,28.39,9.09,7.64,22.26
,na,4.78,4.45,5.41,3.72,4.17,7.36
LRRC71,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.56,0.18,0.29,0.51,0.60,0.00
FCRL3,na,0.00,0.00,0.00,0.00,0.00,0.00
AZGP1,na,0.00,0.00,0.00,0.00,0.00,0.00
FGFR4,na,21.62,15.87,3.04,8.70,9.88,5.00
CYP3A4,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP3A7,na,0.51,0.32,0.00,1.30,0.55,0.12
NACC1,na,75.24,100.54,157.09,91.36,103.40,89.50
CYP11B1,na,0.00,0.00,0.00,0.00,0.00,0.00
HK3,na,0.00,0.00,0.00,0.14,0.00,0.00
LY6K,na,2.22,9.38,12.04,5.39,5.12,5.51
IER2,na,242.75,284.79,138.06,88.56,66.20,81.44
ZNF394,na,6.80,8.43,9.54,7.14,7.64,13.00
CPSF4,na,20.50,24.43,31.92,19.96,21.04,27.09
LY6E,na,192.81,190.83,227.09,290.09,258.31,149.58
VPS28,na,169.46,172.22,146.54,151.23,160.46,130.01
TONSL,na,2.65,3.78,7.34,2.97,2.27,2.15
PTGER1,na,2.54,3.51,3.57,3.41,3.19,2.32
MUM1,na,23.57,25.91,29.36,19.95,23.36,30.50
RECQL4,na,8.67,4.54,12.45,3.92,3.93,4.35
LRRC14,na,15.83,17.77,22.76,22.48,16.67,16.39
ZNF333,na,5.29,10.81,6.76,6.08,8.27,11.08
COL26A1,na,0.00,0.00,0.00,0.00,0.00,0.00
PPP1R16A,na,17.78,21.96,21.40,15.06,14.99,23.07
FOXH1,na,0.05,0.09,0.00,0.00,0.08,0.00
ORAI2,na,52.40,50.53,57.10,44.13,44.28,33.86
ALKBH4,na,10.97,7.98,11.19,5.98,9.75,8.56
CCDC105,na,0.00,0.00,0.00,0.00,0.00,0.00
SH2B2,na,9.12,9.06,5.26,6.82,8.27,3.84
MRNIP,na,16.65,17.46,12.24,11.92,16.10,24.72
SQSTM1,na,341.43,337.96,249.04,313.52,305.40,316.54
MGAT4B,na,190.40,202.19,172.62,181.73,202.50,157.63
RPL8,na,2061.56,3058.71,2886.90,2515.58,2725.80,2176.71
MAML1,na,43.89,20.14,23.08,21.51,17.93,15.98
PGLYRP2,na,0.00,0.00,0.00,0.00,0.00,0.00
LRWD1,na,17.86,16.52,20.44,14.07,14.11,21.77
FBXL13,na,1.21,0.04,0.14,0.70,1.09,0.07
NAPEPLD,na,6.08,3.44,3.00,4.22,5.30,5.53
SCGB3A1,na,0.00,0.00,0.00,0.00,0.00,0.00
PSMC2,na,75.43,70.41,103.57,73.78,71.77,119.66
CELF5,na,0.02,0.00,0.00,0.02,0.00,0.00
MFSD12,na,34.20,43.86,44.13,46.27,52.88,41.03
AC008132.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007663.1,na,0.09,0.00,0.00,0.00,0.00,0.00
USP41,na,0.00,0.00,0.00,0.00,0.00,0.00
TUBA3FP,na,0.13,0.00,0.21,0.36,0.14,0.42
YDJC,na,17.12,17.64,20.06,15.33,12.66,14.62
CCDC116,na,0.00,0.04,0.23,0.29,0.04,0.05
DVL3,na,67.24,59.39,53.41,50.00,54.57,58.06
AP2M1,na,550.06,538.59,633.62,483.05,554.42,855.34
ABCF3,na,40.36,28.69,31.54,29.90,29.80,50.57
PCYT1A,na,27.70,35.04,52.44,37.94,39.53,53.48
FBXO27,na,0.14,0.00,0.71,0.00,1.39,1.20
DMKN,na,0.51,0.73,1.76,3.40,3.33,0.88
U2AF1L4,na,12.72,5.61,4.00,6.05,6.88,12.46
BDH1,na,1.19,1.44,2.13,0.44,1.48,2.91
NPHS1,na,0.00,0.02,0.00,0.00,0.00,0.00
THAP8,na,11.05,8.59,7.15,10.02,10.42,7.18
COX7A1,na,6.03,7.78,13.15,21.53,33.98,0.39
ZNF382,na,3.80,5.94,2.33,1.13,1.75,4.65
,na,42.84,37.38,82.89,45.63,41.77,45.78
LRRC56,na,0.40,0.76,0.48,0.50,0.48,1.57
PLXDC1,na,0.10,0.57,0.61,1.91,8.09,0.00
PGAP3,na,16.95,9.96,6.86,8.92,9.77,11.58
IKZF3,na,0.00,0.00,0.00,0.00,0.00,0.00
GRIN2C,na,0.02,0.01,0.03,0.01,0.00,0.03
FDXR,na,14.62,17.25,21.94,29.18,28.10,26.49
SAP30BP,na,65.05,54.61,101.00,58.88,60.71,94.05
ACOX1,na,11.31,11.05,16.45,14.71,18.93,14.92
PRPSAP1,na,55.00,40.65,45.03,37.01,36.18,38.59
CYGB,na,45.77,32.19,31.28,27.59,28.86,9.82
SRSF2,na,233.00,241.48,377.89,122.73,136.59,177.39
ZNF577,na,3.49,1.78,2.32,4.94,6.41,5.41
TMEM143,na,5.90,6.09,4.54,6.06,6.17,8.37
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
KLHL10,na,0.00,0.00,0.00,0.00,0.04,0.00
CCDC155,na,0.00,0.00,0.00,0.00,0.00,0.00
HCRT,na,0.00,0.00,0.00,0.00,0.00,0.00
ALDH16A1,na,5.22,5.18,12.86,3.56,3.66,10.78
DCD,na,0.00,0.00,0.00,0.00,0.00,0.00
ITGA5,na,317.91,326.77,362.54,315.89,320.65,432.76
SIGLEC11,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF385A,na,9.27,12.63,8.13,13.69,17.87,6.65
SIGLEC16,na,0.00,0.00,0.00,0.04,0.00,0.00
MPP3,na,4.78,2.36,5.94,2.81,2.47,11.72
CD300LG,na,0.00,0.00,0.00,0.00,0.00,0.00
IZUMO2,na,0.00,0.00,0.00,0.00,0.00,0.00
NAGS,na,0.32,1.16,1.38,0.77,0.57,0.57
LSM12,na,20.37,20.44,36.54,25.49,30.32,38.68
ASB16,na,0.24,0.27,0.09,0.26,0.18,1.12
EMC10,na,50.25,68.12,116.51,61.86,56.06,129.94
JOSD2,na,71.61,106.11,73.58,98.52,83.67,66.04
SHANK1,na,6.39,2.55,8.09,4.63,2.95,4.40
FAM171A2,na,15.92,14.03,7.92,18.20,14.99,6.16
DBF4B,na,6.55,6.18,5.94,3.36,3.08,5.47
PLCD3,na,52.22,62.74,63.42,67.21,102.83,41.01
FMNL3,na,15.85,13.59,16.86,15.99,15.89,11.89
AQP5,na,0.00,0.00,0.00,0.00,0.00,0.00
RACGAP1,na,24.92,19.68,36.61,13.85,16.07,19.93
OR7G1,na,0.00,0.00,0.00,0.00,0.00,0.00
LARP4,na,10.81,8.70,17.40,11.08,9.23,16.98
GRASP,na,12.90,8.65,8.08,5.07,2.98,9.95
RAVER1,na,31.75,30.11,41.47,30.44,27.29,23.50
KRT84,na,0.00,0.00,0.00,0.00,0.00,0.00
KRT82,na,0.00,0.00,0.00,0.00,0.00,0.00
SYCE2,na,0.00,0.18,0.00,0.09,0.07,0.21
SPC24,na,10.54,12.51,16.37,1.90,6.86,9.56
IP6K3,na,1.26,1.28,0.62,1.07,0.93,0.20
LEMD2,na,46.54,55.58,50.63,55.23,60.82,48.64
ALOX15,na,0.00,0.00,0.00,0.00,0.00,0.00
TREML1,na,0.00,0.00,0.00,0.00,0.00,0.00
ADCY10P1,na,0.04,0.02,0.07,0.00,0.00,0.05
ZNF653,na,7.97,7.45,4.47,4.35,5.53,3.41
MED11,na,10.75,11.43,11.30,10.29,11.34,15.52
CXCL16,na,1.78,3.20,0.37,1.57,0.55,0.92
SCIMP,na,0.00,0.00,0.00,0.00,0.00,0.00
RNASEK-C17orf49,na,36.90,48.54,53.65,36.40,70.79,43.82
BCL6B,na,0.11,0.05,0.00,0.05,0.02,0.00
ASGR2,na,0.00,0.00,0.00,0.00,0.00,0.00
TNFSF13,na,1.89,0.44,0.39,0.37,0.45,0.91
SENP3,na,25.98,24.72,30.34,28.63,25.53,32.62
FGF11,na,12.17,10.65,3.52,7.92,10.04,3.90
EIF4A1,na,827.97,783.71,1111.44,610.71,578.38,1009.94
RPL26,na,2737.63,2416.26,2113.77,2510.66,2507.05,1728.34
CCDC42,na,0.00,0.10,0.00,0.10,0.00,0.12
POLR3K,na,4.93,4.43,10.11,4.50,5.26,7.87
SNRNP25,na,14.66,16.62,33.08,12.76,17.93,26.93
PRR35,na,0.00,0.00,0.00,0.00,0.00,0.00
WDR90,na,9.21,9.03,15.17,6.31,5.70,11.72
JMJD8,na,63.91,77.21,80.79,64.76,60.79,57.17
CCDC78,na,0.98,0.43,0.66,0.81,1.33,2.05
MSLNL,na,0.00,0.00,0.00,0.00,0.00,0.00
SSTR5,na,0.00,0.00,0.00,0.00,0.00,0.00
SPSB3,na,55.00,43.07,31.45,34.17,35.94,28.12
MEIOB,na,0.88,0.00,0.24,0.23,0.00,0.07
HS3ST6,na,0.00,0.00,0.00,0.00,0.00,0.00
TEDC2,na,2.67,4.66,8.70,1.97,1.76,5.17
CCNF,na,7.09,5.91,13.25,4.54,4.72,4.14
TBC1D24,na,5.31,4.40,6.01,3.78,4.46,12.79
AMDHD2,na,6.10,4.87,12.25,4.27,5.61,9.25
NTN3,na,0.37,0.82,0.66,0.44,0.41,0.23
BICDL2,na,0.18,0.32,0.35,0.27,0.20,0.06
PAQR4,na,5.19,8.76,13.27,6.62,4.43,3.24
FLYWCH2,na,37.25,52.34,60.33,51.71,62.21,50.03
ZG16B,na,0.00,0.47,0.00,1.24,0.24,1.50
ZNF75A,na,5.34,3.94,5.10,5.79,5.12,7.18
ADCY9,na,23.86,24.06,22.64,34.38,42.96,21.84
SHANK2,na,21.30,21.67,8.61,9.20,4.89,12.87
CLPB,na,13.54,9.79,18.52,8.24,11.50,10.74
NEU3,na,1.32,2.51,3.67,4.03,4.33,2.97
CYB561A3,na,29.99,27.77,32.09,32.61,33.86,50.28
PPP1R32,na,2.48,1.45,1.58,1.69,1.30,1.45
ASRGL1,na,0.00,0.00,0.66,0.00,0.00,0.48
GNG3,na,0.00,0.14,0.00,0.00,0.12,0.00
UBXN1,na,130.97,144.40,136.24,149.83,153.21,141.82
LBHD1,na,46.76,59.40,81.06,51.13,61.04,77.90
TTC9C,na,35.38,41.05,36.90,41.12,39.08,35.69
TAF6L,na,5.71,4.75,8.83,4.08,4.33,11.01
NXF1,na,39.19,34.41,44.30,30.48,29.38,43.46
STX5,na,49.96,54.84,55.85,55.81,57.50,50.11
SLC25A45,na,1.68,2.22,2.17,1.51,0.85,2.23
RPL29,na,1846.05,1698.61,1481.36,1509.28,1516.63,1222.55
ITIH3,na,0.00,0.23,1.38,0.80,0.28,0.80
,na,10.05,7.19,9.39,8.32,8.88,6.43
SYVN1,na,26.56,25.56,29.71,31.60,28.35,26.01
ZFPL1,na,56.40,44.14,61.09,49.25,62.91,58.21
RPS6KA4,na,20.18,34.75,59.95,27.21,22.36,41.18
LRP5,na,48.06,22.40,20.90,21.35,33.78,20.46
TPCN2,na,5.13,5.70,6.76,5.04,3.78,9.96
FGF19,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP4A22,na,0.00,0.00,0.00,0.00,0.00,0.00
PDZK1IP1,na,0.00,0.00,0.00,0.00,0.00,0.00
TAL1,na,0.00,0.00,0.03,0.00,0.00,0.00
CMPK1,na,78.45,76.94,95.06,92.00,77.68,99.90
BEND5,na,0.28,0.00,2.49,0.00,0.00,0.14
ELAVL4,na,0.00,0.00,0.00,0.00,0.00,0.00
COA7,na,7.18,6.45,11.91,3.97,6.77,8.87
ZYG11B,na,18.46,17.79,15.46,18.62,20.13,13.14
SLC1A7,na,2.30,2.32,1.34,1.90,2.47,2.46
C1orf123,na,78.28,69.44,60.60,72.32,72.16,69.12
MAGOH,na,17.60,22.18,32.57,20.52,15.68,60.33
ACOT11,na,0.76,0.51,1.68,0.56,0.65,0.89
FAM151A,na,0.00,0.00,0.00,0.00,0.00,0.00
PARS2,na,1.70,2.03,2.29,2.15,2.19,2.22
LEXM,na,0.00,0.00,0.00,0.17,0.00,0.00
BSND,na,0.00,0.00,0.00,0.00,0.00,0.00
USP24,na,13.26,8.59,10.95,12.21,12.49,13.41
PLPP3,na,203.78,114.54,42.87,50.63,34.75,83.27
NOL9,na,3.46,4.89,12.16,3.95,5.11,7.41
PRKAA2,na,1.71,1.09,0.51,0.81,0.66,1.47
KLHL21,na,13.08,20.20,30.78,17.17,15.68,18.77
ZSWIM5,na,0.03,0.04,0.01,0.00,0.03,0.00
GMEB1,na,6.44,6.37,7.11,6.22,6.45,5.69
SLC45A1,na,11.05,9.54,7.94,15.90,13.34,9.67
