"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","jitter_alpha","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"1166","enu","3","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.194444444444444,0.173472166622178,0.583333333333333,0.194444444444444,0.173472166622178,0.892142571199771,0,0,0.996994296105263,1,NA,"GO:0060831",93,"FALSE",0.6,-0.0414856480680199,0.235930092512464,0.320610000578514
"1167","enu","3","sphingomyelin biosynthetic process",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.931828695992444,1,NA,"GO:0006686",81,"FALSE",0.6,0.33844791561148,-0.116225693389258,0.320610000578514
"1168","enu","3","spindle localization",-0.351670833253205,0.111971474645761,1.33333333333333,0.444444444444444,0.384900179459751,0.866025403784439,2.25,0.75,0.993782233272526,1,NA,"GO:0051653",42,"FALSE",0.6,-0.0903964510413039,-0.261274382211901,0.320610000578514
"1169","enu","3","stem cell differentiation",-0.446797923278236,0.652646463201161,7.41666666666667,2.47222222222222,1.32375028416043,0.535449553143544,8.75,2.91666666666667,0.193085186563291,1,NA,"GO:0048863",32,"FALSE",0.6,-0.273727445420593,-0.173070477857643,0.320610000578514
"1170","enu","3","stem cell population maintenance",-0.174826396021293,0.375733595787538,6.66666666666667,2.22222222222222,0.693888666488711,0.31224989991992,6.33333333333333,2.11111111111111,0.444647469130565,1,NA,"GO:0019827",105,"FALSE",0.6,-0.337353392360868,0.162526996339574,0.320610000578514
"1171","enu","3","sterol biosynthetic process",0.0304093751402251,0.795002227013524,2.58333333333333,0.861111111111111,0.473853391923111,0.550281358362322,2.25,0.75,0.910668210527583,1,NA,"GO:0016126",385,"FALSE",0.6,-0.196568209511383,0.226977584651608,0.320610000578514
"1172","enu","3","stress granule assembly",0.194444444444444,0.173472166622178,0.583333333333333,0.194444444444444,0.173472166622178,0.892142571199771,0,0,0.999843586810297,1,NA,"GO:0034063",93,"FALSE",0.6,-0.376869492759277,0.571313937203722,0.320610000578514
"1173","enu","3","substantia nigra development",-0.129448611030982,0.284042609187032,1,0.333333333333333,0.333333333333333,1,1.25,0.416666666666667,0.867672835003663,1,NA,"GO:0021762",156,"FALSE",0.6,-0.165689121633569,0.0362405106025872,0.320610000578514
"1174","enu","3","substrate adhesion-dependent cell spreading",0,0,3.58333333333333,1.19444444444444,0.173472166622178,0.14523251159066,3,1,0.993086773023358,1,NA,"GO:0034446",747,"FALSE",0.6,-0.237565837428483,0.237565837428483,0.320610000578514
"1175","enu","3","sulfur compound metabolic process",-0.776704847447266,0.156589432655801,5.58333333333333,1.86111111111111,0.55486067653995,0.298134094857286,10.6666666666667,3.55555555555556,0.161421211259897,1,NA,"GO:0006790",13,"FALSE",0.6,-0.229615596218363,-0.547089251228903,0.320610000578514
"1176","enu","3","suppression of viral release by host",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.998355510981062,1,NA,"GO:0044790",163,"FALSE",0.6,0.0994152200242615,0.0116958910868496,0.320610000578514
"1177","enu","3","synaptic vesicle lumen acidification",0.243191319504541,0.21294563919848,0.833333333333333,0.277777777777778,0.254587538608658,0.916515138991168,0,0,0.928391556979617,1,NA,"GO:0097401",71,"FALSE",0.6,-0.0579156250200323,0.301106944524573,0.320610000578514
"1178","enu","3","telomerase RNA localization to Cajal body",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.999560206888601,1,NA,"GO:0090671",163,"FALSE",0.6,-0.273811922518418,0.384923033629529,0.320610000578514
"1179","enu","3","telomere maintenance",0.0233592201782158,0.564903974261124,7.83333333333333,2.61111111111111,1.27293769304329,0.487508052654877,6,2,0.524918083411927,1,NA,"GO:0000723",451,"FALSE",0.6,-0.144892691629843,0.168251911808059,0.320610000578514
"1180","enu","3","telomere organization",-0.147191061717453,0.170046097697628,7,2.33333333333333,0.333333333333333,0.142857142857143,7.66666666666667,2.55555555555556,0.986244440158179,1,NA,"GO:0032200",129,"FALSE",0.6,-0.224494871049676,0.0773038093322229,0.320610000578514
"1181","enu","3","toxin transport",0.333333333333333,0.333333333333333,1.33333333333333,0.444444444444444,0.384900179459751,0.866025403784439,0.333333333333333,0.111111111111111,0.994756831173215,1,NA,"GO:1901998",47,"FALSE",0.6,-0.1532281273975,0.486561460730834,0.320610000578514
"1182","enu","3","trabecula morphogenesis",0.194444444444444,0.502309481111809,0.916666666666667,0.305555555555556,0.336787657027282,1.1022141502711,0.333333333333333,0.111111111111111,0.997018153720788,1,NA,"GO:0061383",93,"FALSE",0.6,-0.248523539089509,0.442967983533954,0.320610000578514
"1183","enu","3","tube closure",0.0513784724225433,0.50439540229619,3.83333333333333,1.27777777777778,0.53575837561072,0.419289163521433,3.33333333333333,1.11111111111111,0.998127589240123,1,NA,"GO:0060606",306,"FALSE",0.6,-0.0667751967101963,0.11815366913274,0.320610000578514
"1184","enu","3","U2-type prespliceosome assembly",0.326524652837874,0.323174109430072,1.08333333333333,0.361111111111111,0.375770812735241,1.04059609680528,0,0,0.971469144540821,1,NA,"GO:1903241",48,"FALSE",0.6,-0.07002411894856,0.396548771786434,0.320610000578514
"1185","enu","3","ubiquinone biosynthetic process",0.194444444444444,0.173472166622178,0.583333333333333,0.194444444444444,0.173472166622178,0.892142571199771,0,0,0.998869055602831,1,NA,"GO:0006744",93,"FALSE",0.6,0.131216956208824,0.0632274882356209,0.320610000578514
"1186","enu","3","ubiquinone metabolic process",0.416666666666667,0.520416499866533,1.58333333333333,0.527777777777778,0.708741712342948,1.34287903391296,0,0,0.508865035145845,1,NA,"GO:0006743",34,"FALSE",0.6,-0.0974032408208693,0.514069907487536,0.320610000578514
"1187","enu","3","UV-damage excision repair",0.194444444444444,0.173472166622178,0.583333333333333,0.194444444444444,0.173472166622178,0.892142571199771,0,0,0.986867084736237,1,NA,"GO:0070914",93,"FALSE",0.6,-0.0326649883691684,0.227109432813613,0.320610000578514
"1188","enu","3","vacuolar acidification",0.305555555555556,0.0481125224324688,0.916666666666667,0.305555555555556,0.0481125224324688,0.157459164324443,0,0,0.999145016121115,1,NA,"GO:0007035",54,"FALSE",0.6,-0.0055973380497691,0.311152893605325,0.320610000578514
"1189","enu","3","vacuolar transport",-0.335964930695781,0.169308525363357,5.08333333333333,1.69444444444444,0.0481125224324688,0.028394275533916,6.66666666666667,2.22222222222222,0.924980387851261,1,NA,"GO:0007034",47,"FALSE",0.6,-0.0385259916172888,-0.297438939078492,0.320610000578514
"1190","enu","3","vacuole organization",-0.154594791446313,0.563805339565595,8.58333333333333,2.86111111111111,1.37521042160962,0.480656069688799,9.08333333333333,3.02777777777778,0.870245559188876,1,NA,"GO:0007033",122,"FALSE",0.6,-0.183667681007274,0.0290728895609608,0.320610000578514
"1191","enu","3","vasculogenesis",-0.472222222222222,0.411073571859687,1.58333333333333,0.527777777777778,0.411073571859687,0.778876241418355,3,1,0.980823459803824,1,NA,"GO:0001570",28,"FALSE",0.6,-0.533435923450098,0.0612137012278754,0.320610000578514
"1192","enu","3","vesicle localization",-0.378808336779343,0.133337328524709,6.75,2.25,0.661437827766148,0.293972367896066,7.91666666666667,2.63888888888889,0.279303325168794,1,NA,"GO:0051648",39,"FALSE",0.6,-0.340692808049192,-0.0381155287301511,0.320610000578514
"1193","enu","3","vesicle organization",-0.198749669266186,0.309355538838347,14,4.66666666666667,1.52752523165195,0.327326835353989,14.9166666666667,4.97222222222222,0.49532442030457,1,NA,"GO:0016050",93,"FALSE",0.6,-0.170914428828588,-0.0278352404375984,0.320610000578514
"1194","enu","3","viral process",-0.18983630805979,0.335548238278922,15.1666666666667,5.05555555555556,1.7821127702606,0.352505822688911,16.6666666666667,5.55555555555556,0.893431417592021,1,NA,"GO:0016032",99,"FALSE",0.6,-0.217344059436093,0.027507751376303,0.320610000578514
"1195","enu","3","viral release from host cell",0.437635763948986,0.180657109179237,1.41666666666667,0.472222222222222,0.240562612162344,0.509426708108493,0,0,0.900350936222389,1,NA,"GO:0019076",33,"FALSE",0.6,-0.100133788887856,0.537769552836842,0.320610000578514
"1196","enu","3","water-soluble vitamin metabolic process",-0.351670833253205,0.603946603751931,1.83333333333333,0.611111111111111,0.673575314054563,1.1022141502711,2.75,0.916666666666667,0.972401079516895,1,NA,"GO:0006767",42,"FALSE",0.6,-0.158089779220704,-0.193581054032501,0.320610000578514
"1197","enu","3","Wnt signaling pathway",-0.274538650166637,0.273183622832665,16,5.33333333333333,1.20185042515466,0.225346954716499,17.9166666666667,5.97222222222222,0.265976051888684,1,NA,"GO:0016055",61,"FALSE",0.6,-0.1711731095269,-0.103365540639737,0.320610000578514
"1198","enu","6","actin filament organization",-0.468500141491949,0.266346412293135,27.1833333333333,9.06111111111111,3.29436949511896,0.363572353845134,37.9833333333333,12.6611111111111,0.000633961327150086,0.0715387362070927,NA,"GO:0007015",28,"FALSE",0.6,-0.219467511866355,-0.249032629625594,0.320610000578514
"1199","enu","6","alcohol biosynthetic process",-0.37742339907675,0.330525424817085,9.58333333333333,3.19444444444444,1.46802336241376,0.45955513953822,12.1666666666667,4.05555555555556,0.4800333149618,0.999999999999971,NA,"GO:0046165",39,"FALSE",0.6,-0.27544455872224,-0.10197884035451,0.320610000578514
"1200","enu","6","amino sugar biosynthetic process",0.166775277825855,0.356475543655694,0.6,0.2,0.346410161513775,1.73205080756888,0.166666666666667,0.0555555555555556,0.980902195058131,0.999999999999971,NA,"GO:0046349",112,"FALSE",0.6,-0.0264947915378888,0.193270069363744,0.320610000578514
"1201","enu","6","aminoglycan biosynthetic process",-0.172273855991835,0.469972748403488,5.58333333333333,1.86111111111111,1.54635173996853,0.830875561774136,5.66666666666667,1.88888888888889,0.968995385670149,0.999999999999971,NA,"GO:0006023",105,"FALSE",0.6,-0.445793585608851,0.273519729617016,0.320610000578514
"1202","enu","6","apoptotic mitochondrial changes",0.0486274977415716,0.499437950127927,10.75,3.58333333333333,1.37689263682153,0.384249107950193,9.16666666666667,3.05555555555556,0.630047758155029,0.999999999999971,NA,"GO:0008637",347,"FALSE",0.6,-0.296878308437545,0.345505806179117,0.320610000578514
"1203","enu","6","appendage development",-0.195970516037638,0.407797009371706,13.9166666666667,4.63888888888889,2.07554098258029,0.447422008220902,14.8666666666667,4.95555555555556,0.754976921624729,0.999999999999971,NA,"GO:0048736",93,"FALSE",0.6,-0.439890657384186,0.243920141346548,0.320610000578514
"1204","enu","6","aromatic compound catabolic process",-0.185611834675931,0.107972431009958,37.1833333333333,12.3944444444444,4.54515411465067,0.366708982804626,42.7666666666667,14.2555555555556,0.684349124436009,0.999999999999971,NA,"GO:0019439",99,"FALSE",0.6,-0.223694312639848,0.0380824779639171,0.320610000578514
"1205","enu","6","ATP metabolic process",-0.618988747838944,0.0827072407761632,11.9833333333333,3.99444444444444,1.09928427894059,0.275203296535891,19.4333333333333,6.47777777777778,0.0135864032215789,0.258141661209999,NA,"GO:0046034",21,"FALSE",0.6,-0.206838878904254,-0.41214986893469,0.320610000578514
"1206","enu","6","autophagosome maturation",-0.420459514133281,0.251751962932608,3.21666666666667,1.07222222222222,0.515410659715288,0.480693879527211,5.21666666666667,1.73888888888889,0.985879910633233,0.999999999999971,NA,"GO:0097352",33,"FALSE",0.6,-0.138001045711869,-0.282458468421412,0.320610000578514
"1207","enu","6","autophagy of mitochondrion",-0.104791815885308,0.0908962604173836,8.95,2.98333333333333,1.14054080739504,0.382304181249735,9.45,3.15,0.983430201907818,0.999999999999971,NA,"GO:0000422",180,"FALSE",0.6,-0.245593048843374,0.140801232958066,0.320610000578514
"1208","enu","6","axon extension",-0.226105879393162,0.369352693283565,8.33333333333333,2.77777777777778,0.947706783846221,0.34117444218464,9.45,3.15,0.593764240113331,0.999999999999971,NA,"GO:0048675",81,"FALSE",0.6,-0.087553335182997,-0.138552544210165,0.320610000578514
"1209","enu","6","basement membrane organization",-0.108370902589476,0.315101655456781,2.76666666666667,0.922222222222222,0.291229831601804,0.315791383664606,2.91666666666667,0.972222222222222,0.983670757851892,0.999999999999971,NA,"GO:0071711",180,"FALSE",0.6,0.0020562941967726,-0.110427196786248,0.320610000578514
"1210","enu","6","biological process involved in interaction with host",-0.0506411991817704,0.21406296762158,16.75,5.58333333333333,2.18422373701353,0.391204251405408,16.5166666666667,5.50555555555556,0.643846620293799,0.999999999999971,NA,"GO:0051701",306,"FALSE",0.6,-0.237731697016964,0.187090497835193,0.320610000578514
"1211","enu","6","body morphogenesis",-0.13805988101366,0.235865195628344,3.46666666666667,1.15555555555556,0.350132250146416,0.302999062626706,3.5,1.16666666666667,0.728736894951745,0.999999999999971,NA,"GO:0010171",137,"FALSE",0.6,-0.130421970447319,-0.00763791056634142,0.320610000578514
"1212","enu","6","bone development",-0.356874263645119,0.213441158370647,15.0666666666667,5.02222222222222,2.35615820383129,0.469146545010655,19.0166666666667,6.33888888888889,0.57652365244886,0.999999999999971,NA,"GO:0060348",42,"FALSE",0.6,-0.0925495377452642,-0.264324725899854,0.320610000578514
"1213","enu","6","branched-chain amino acid metabolic process",-0.332006494680403,0.200736209732521,1.71666666666667,0.572222222222222,0.286905585192786,0.501388401307781,2.5,0.833333333333333,0.791843132923819,0.999999999999971,NA,"GO:0009081",47,"FALSE",0.6,-0.136491757449885,-0.195514737230518,0.320610000578514
"1214","enu","6","carbohydrate derivative catabolic process",-0.390471026218911,0.267238019739319,10.6666666666667,3.55555555555556,0.509175077217316,0.14320549046737,14.45,4.81666666666667,0.373094104836239,0.999999999999971,NA,"GO:1901136",38,"FALSE",0.6,-0.29038029015894,-0.10009073605997,0.320610000578514
"1215","enu","6","carbohydrate derivative transport",-0.182640071628236,0.269743067146801,5.16666666666667,1.72222222222222,0.254587538608658,0.14782502241793,6.16666666666667,2.05555555555556,0.970889333568024,0.999999999999971,NA,"GO:1901264",99,"FALSE",0.6,-0.335083520070506,0.15244344844227,0.320610000578514
"1216","enu","6","cell cycle checkpoint signaling",-0.251357197881926,0.419062457165399,16.1166666666667,5.37222222222222,0.256218945724449,0.0476932887594631,19.8,6.6,0.283980112045909,0.999999999999971,NA,"GO:0000075",66,"FALSE",0.6,-0.256609727111149,0.00525252922922242,0.320610000578514
"1217","enu","6","cell cycle G1/S phase transition",-0.145415723253057,0.30158316342955,20.4833333333333,6.82777777777778,0.874060342013914,0.128015347080964,24.2,8.06666666666667,0.695391395146941,0.999999999999971,NA,"GO:0044843",129,"FALSE",0.6,-0.143108383022367,-0.00230734023069076,0.320610000578514
"1218","enu","6","cell cycle G2/M phase transition",-0.370467126533673,0.324010468187607,12.6666666666667,4.22222222222222,1.49381440663875,0.353798148940757,15.7,5.23333333333333,0.532629584899399,0.999999999999971,NA,"GO:0044839",39,"FALSE",0.6,-0.287965375310664,-0.0825017512230089,0.320610000578514
"1219","enu","6","cell growth",-0.393539098367699,0.0393685047419457,30.6166666666667,10.2055555555556,2.95833724569381,0.289875179218773,41.7833333333333,13.9277777777778,0.0224355382095435,0.393695154123141,NA,"GO:0016049",38,"FALSE",0.6,-0.205877136992237,-0.187661961375462,0.320610000578514
"1220","enu","6","cell migration involved in heart development",0.482497916706731,0.494136462652531,2.23333333333333,0.744444444444444,0.309719108105919,0.4160405929781,0.866666666666667,0.288888888888889,0.970970825486005,0.999999999999971,NA,"GO:0060973",27,"FALSE",0.6,-0.095747237311229,0.57824515401796,0.320610000578514
"1221","enu","6","cell redox homeostasis",-0.409440277857907,0.184887528559364,2.35,0.783333333333333,0.202072594216369,0.257965013893237,3.86666666666667,1.28888888888889,0.958586433928312,0.999999999999971,NA,"GO:0045454",34,"FALSE",0.6,0.0352785296484944,-0.444718807506401,0.320610000578514
"1222","enu","6","cell-cell signaling by wnt",-0.205144497405764,0.147080632134877,33.0833333333333,11.0277777777778,1.97964175584409,0.179514113880069,39.5166666666667,13.1722222222222,0.365306169352244,0.999999999999971,NA,"GO:0198738",85,"FALSE",0.6,-0.151612732785564,-0.0535317646202003,0.320610000578514
"1223","enu","6","cell-substrate adhesion",-0.127447591280857,0.142463696586978,25.8833333333333,8.62777777777778,2.88224128324032,0.334065312931911,28.0166666666667,9.33888888888889,0.593936536659925,0.999999999999971,NA,"GO:0031589",156,"FALSE",0.6,-0.235818374318985,0.108370783038127,0.320610000578514
