CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000197355 11 12 11 14 10 12
ENSG00000197362 4 3 2 1 3 2
ENSG00000197363 6 5 5 7 5 4
ENSG00000197372 2 2 2 3 2 3
ENSG00000197375 2 2 2 2 2 2
ENSG00000197380 7 6 5 3 6 6
ENSG00000197381 238 233 230 245 140 161
ENSG00000197386 19 20 21 21 16 18
ENSG00000197405 1 1 1 0 0 0
ENSG00000197409 2 2 0 5 4 2
ENSG00000197415 21 22 20 18 19 21
ENSG00000197417 12 10 11 14 11 11
ENSG00000197429 10 10 9 9 13 18
ENSG00000197442 68 60 76 64 25 35
ENSG00000197448 58 62 63 67 66 66
ENSG00000197451 149 154 139 95 284 274
ENSG00000197457 58 57 65 57 21 28
ENSG00000197461 6 8 8 8 8 7
ENSG00000197465 1 1 1 1 1 2
ENSG00000197467 37 41 33 33 21 24
ENSG00000197479 0 0 1 0 1 1
ENSG00000197483 8 8 11 12 6 6
ENSG00000197496 105 111 114 120 59 67
ENSG00000197497 3 3 3 5 1 2
ENSG00000197498 14 12 12 11 19 21
ENSG00000197506 1 1 1 2 1 1
ENSG00000197530 60 61 65 73 53 45
ENSG00000197535 19 20 21 19 20 24
ENSG00000197536 1 1 1 1 2 2
ENSG00000197548 21 22 23 21 26 25
ENSG00000197555 76 75 75 73 53 56
ENSG00000197557 2 3 2 2 4 3
ENSG00000197561 4 3 3 4 1 2
ENSG00000197562 32 28 28 33 23 21
ENSG00000197563 12 12 11 11 12 15
ENSG00000197565 23 28 14 11 10 15
ENSG00000197566 2 4 4 4 3 4
ENSG00000197568 23 25 25 29 15 18
ENSG00000197576 16 15 16 16 11 9
ENSG00000197579 24 21 24 24 23 23
ENSG00000197580 1 0 0 0 1 1
ENSG00000197582 1 0 1 1 1 1
ENSG00000197586 34 35 37 36 38 39
ENSG00000197594 10 8 11 10 8 9
ENSG00000197601 27 24 24 22 34 42
ENSG00000197603 8 9 11 10 10 11
ENSG00000197608 12 15 12 15 11 17
ENSG00000197614 0 1 0 0 2 2
ENSG00000197619 5 6 6 8 4 6
ENSG00000197620 12 9 9 10 10 9
ENSG00000197622 50 45 47 38 67 78
ENSG00000197632 63 73 15 19 17 15
ENSG00000197635 40 40 37 39 48 55
ENSG00000197646 37 33 28 19 32 46
ENSG00000197647 3 2 1 2 4 4
ENSG00000197694 141 148 156 147 268 287
ENSG00000197696 6 7 12 8 7 6
ENSG00000197701 2 1 3 3 2 2
ENSG00000197702 112 106 107 101 133 134
ENSG00000197712 289 274 309 334 214 234
ENSG00000197713 44 40 42 33 53 56
ENSG00000197714 1 3 2 1 1 2
ENSG00000197724 21 22 20 22 27 25
ENSG00000197728 497 494 513 555 342 300
ENSG00000197746 973 1030 986 1069 1266 1297
ENSG00000197747 1058 1033 1186 1132 1130 1234
ENSG00000197756 323 343 299 312 365 339
ENSG00000197763 6 11 8 6 11 9
ENSG00000197766 10 11 16 16 3 3
ENSG00000197771 55 55 60 55 52 62
ENSG00000197774 5 4 5 4 8 8
ENSG00000197775 6 4 4 4 2 2
ENSG00000197776 5 4 4 5 3 4
ENSG00000197779 1 2 1 1 1 2
ENSG00000197780 32 29 26 23 40 38
ENSG00000197782 4 5 4 5 5 6
ENSG00000197785 33 33 31 25 44 44
ENSG00000197798 21 19 21 16 24 22
ENSG00000197808 4 2 3 3 3 3
ENSG00000197813 1 1 1 1 3 2
ENSG00000197816 0 0 1 1 1 1
ENSG00000197818 7 6 8 7 10 10
ENSG00000197822 0 1 0 1 0 0
ENSG00000197841 3 3 3 4 3 4
ENSG00000197852 6 7 4 5 6 7
ENSG00000197857 2 2 2 2 2 3
ENSG00000197858 149 156 165 163 107 108
ENSG00000197860 17 20 15 16 16 19
ENSG00000197863 4 4 3 3 3 4
ENSG00000197872 2 2 1 1 6 4
ENSG00000197879 483 461 558 500 397 427
ENSG00000197885 6 7 6 7 6 7
ENSG00000197892 14 15 18 15 17 19
ENSG00000197894 158 145 147 139 218 233
ENSG00000197903 183 192 151 181 115 93
ENSG00000197905 23 19 22 16 25 27
ENSG00000197912 34 36 38 32 48 46
ENSG00000197927 1 2 1 0 2 2
ENSG00000197928 9 10 10 8 7 9
ENSG00000197930 181 188 175 206 92 116
ENSG00000197932 9 8 7 7 13 8
ENSG00000197933 2 2 2 2 2 3
ENSG00000197937 4 3 5 4 3 3
ENSG00000197948 35 40 42 41 42 41
ENSG00000197951 6 6 6 5 7 6
ENSG00000197956 3866 4005 4209 4395 2250 2216
ENSG00000197958 646 646 664 720 473 414
ENSG00000197961 2 2 1 1 3 3
ENSG00000197965 124 126 120 116 136 159
ENSG00000197969 8 9 10 9 18 20
ENSG00000197971 5 5 4 7 1 3
ENSG00000197976 42 46 42 39 55 53
ENSG00000197977 49 48 56 43 28 36
ENSG00000197982 58 62 50 47 53 38
ENSG00000197989 12 14 11 15 18 23
ENSG00000198000 13 12 12 12 22 24
ENSG00000198001 20 20 19 18 23 23
ENSG00000198015 7 6 7 6 6 7
ENSG00000198018 2 2 2 2 5 5
ENSG00000198026 14 15 16 14 15 18
ENSG00000198028 1 1 1 1 1 1
ENSG00000198034 1164 1172 1104 1188 1214 1031
ENSG00000198035 0 0 0 1 0 1
ENSG00000198039 2 2 1 1 1 2
ENSG00000198042 14 13 10 9 18 16
ENSG00000198046 4 4 5 5 4 4
ENSG00000198053 67 70 55 50 67 61
ENSG00000198055 36 34 37 32 40 36
ENSG00000198056 3 2 4 1 3 7
ENSG00000198060 23 26 21 23 28 27
ENSG00000198075 1 1 0 0 1 0
ENSG00000198081 8 8 6 8 9 10
ENSG00000198087 18 19 16 17 22 24
ENSG00000198089 6 7 7 8 7 7
ENSG00000198093 5 5 5 4 6 4
ENSG00000198105 6 6 6 6 8 9
ENSG00000198106 1 1 1 0 1 2
ENSG00000198113 62 72 59 59 48 47
ENSG00000198121 362 300 405 310 313 373
ENSG00000198130 10 7 10 6 20 17
ENSG00000198131 7 8 8 6 9 10
ENSG00000198142 7 7 5 6 6 7
ENSG00000198146 16 16 16 16 21 21
ENSG00000198150 0 0 0 0 1 0
ENSG00000198155 2 2 0 1 0 1
ENSG00000198157 3 3 3 5 3 5
ENSG00000198160 31 27 33 34 25 29
ENSG00000198162 41 44 44 43 42 42
ENSG00000198168 3 3 2 2 3 4
ENSG00000198169 12 11 12 12 22 23
ENSG00000198171 40 43 39 39 76 66
ENSG00000198176 105 115 107 92 117 120
ENSG00000198182 6 6 5 5 3 3
ENSG00000198185 0 1 0 1 1 1
ENSG00000198189 42 47 48 56 39 46
ENSG00000198198 11 10 10 10 13 14
ENSG00000198205 2 2 2 2 2 2
ENSG00000198211 2 1 0 4 0 0
ENSG00000198218 58 64 67 68 60 68
ENSG00000198225 0 0 0 1 0 0
ENSG00000198231 75 77 72 75 117 129
ENSG00000198242 949 994 964 979 902 844
ENSG00000198246 1 1 1 1 3 2
ENSG00000198252 20 18 19 22 19 19
ENSG00000198258 89 89 82 79 108 108
ENSG00000198265 12 12 11 11 13 15
ENSG00000198270 3 4 2 3 1 3
ENSG00000198276 38 41 46 42 37 44
ENSG00000198298 1 1 1 1 2 1
ENSG00000198301 27 27 23 29 37 43
ENSG00000198315 13 15 15 16 15 16
ENSG00000198324 12 11 11 11 9 8
ENSG00000198331 5 6 6 6 6 9
ENSG00000198346 1 1 1 2 1 2
ENSG00000198355 53 59 62 64 61 54
ENSG00000198356 100 100 108 109 121 110
ENSG00000198363 584 581 576 610 550 625
ENSG00000198369 17 17 17 18 21 24
ENSG00000198373 17 17 20 21 21 21
ENSG00000198380 75 75 74 92 74 78
ENSG00000198382 12 11 12 12 10 12
ENSG00000198399 16 17 18 21 21 20
ENSG00000198406 2 2 1 0 2 2
ENSG00000198408 68 69 78 72 95 114
ENSG00000198420 39 43 39 44 48 48
ENSG00000198429 3 3 3 3 3 4
ENSG00000198431 467 391 500 460 876 760
ENSG00000198440 3 2 2 2 3 2
ENSG00000198453 3 3 3 3 3 3
ENSG00000198455 7 8 7 7 8 8
ENSG00000198464 9 7 7 4 8 9
ENSG00000198466 14 12 14 14 13 15
ENSG00000198467 2396 2219 2435 2123 3624 3198
ENSG00000198468 1 1 0 0 1 1
ENSG00000198477 1 1 0 1 3 2
ENSG00000198478 3 3 5 4 3 3
ENSG00000198482 6 6 7 6 4 5
ENSG00000198483 3 3 3 4 5 4
ENSG00000198492 69 64 75 70 82 86
ENSG00000198496 4 4 2 2 4 5
ENSG00000198498 28 22 25 23 41 42
ENSG00000198513 3 4 5 5 5 7
ENSG00000198517 76 92 88 85 105 107
ENSG00000198518 0 0 0 1 1 0
ENSG00000198521 3 3 3 3 3 3
ENSG00000198522 40 40 48 50 49 45
ENSG00000198538 10 10 9 9 6 7
ENSG00000198542 21 22 5 5 76 50
ENSG00000198546 25 25 26 23 26 26
ENSG00000198551 10 12 13 12 14 16
ENSG00000198553 2 1 1 1 2 1
ENSG00000198554 5 5 6 4 6 9
ENSG00000198556 1 1 1 1 5 6
ENSG00000198561 370 350 353 331 260 286
ENSG00000198563 57 65 65 63 174 186
ENSG00000198585 18 18 16 15 19 19
ENSG00000198586 21 19 23 25 23 28
ENSG00000198589 16 14 17 15 17 18
ENSG00000198598 9 10 9 6 5 4
ENSG00000198604 25 21 24 18 30 33
ENSG00000198612 51 52 51 55 52 48
ENSG00000198618 48 46 48 44 55 51
ENSG00000198624 1 1 1 1 1 1
ENSG00000198625 4 5 5 4 6 8
ENSG00000198642 41 39 40 36 42 43
ENSG00000198646 17 17 19 20 16 17
ENSG00000198648 62 62 72 70 45 51
ENSG00000198663 86 89 85 87 72 76
ENSG00000198668 132 129 141 122 182 189
ENSG00000198677 46 44 47 48 47 52
ENSG00000198680 4 6 5 2 14 11
ENSG00000198682 149 138 138 152 181 168
ENSG00000198683 1 2 2 5 3 2
ENSG00000198689 22 25 26 26 18 21
ENSG00000198690 6 6 7 8 8 7
ENSG00000198695 1472 1675 1362 1388 1703 1742
ENSG00000198700 13 15 13 13 19 22
ENSG00000198707 7 6 7 8 8 8
ENSG00000198712 3941 4203 3938 4500 4460 4182
ENSG00000198715 77 77 79 94 53 54
ENSG00000198718 10 10 9 11 9 7
ENSG00000198720 3 4 3 4 7 6
ENSG00000198721 40 36 41 42 49 51
ENSG00000198722 6 6 6 7 6 5
ENSG00000198727 959 1122 905 871 1425 1415
ENSG00000198728 66 67 75 69 86 78
ENSG00000198730 35 33 35 33 46 47
ENSG00000198732 86 92 68 84 65 61
ENSG00000198736 20 27 19 20 33 30
ENSG00000198740 4 4 4 3 3 4
ENSG00000198742 33 32 30 34 38 39
ENSG00000198743 31 34 45 45 8 11
ENSG00000198746 6 8 7 8 13 9
ENSG00000198750 1 0 0 1 0 0
ENSG00000198752 96 101 97 99 101 101
ENSG00000198753 13 9 11 10 12 11
ENSG00000198755 1204 1238 1139 1160 1196 1085
ENSG00000198756 2 1 1 1 1 2
ENSG00000198763 919 994 857 795 960 1000
ENSG00000198768 123 126 127 119 57 35
ENSG00000198783 9 7 8 8 13 12
ENSG00000198786 1979 2235 1870 1846 1626 1698
ENSG00000198791 23 24 22 27 25 24
ENSG00000198792 158 153 173 179 90 89
ENSG00000198793 20 22 21 18 22 23
ENSG00000198794 0 0 0 0 1 0
ENSG00000198795 14 15 15 15 21 25
ENSG00000198796 52 46 46 37 82 87
ENSG00000198799 3 3 3 3 2 3
ENSG00000198804 5202 5790 4934 5230 5558 5194
ENSG00000198805 6 5 3 4 5 5
ENSG00000198814 24 25 19 19 23 21
ENSG00000198815 26 26 30 32 26 27
ENSG00000198816 158 146 175 177 65 51
ENSG00000198818 30 30 30 31 36 34
ENSG00000198824 10 12 10 7 13 14
ENSG00000198825 57 70 63 70 38 41
ENSG00000198826 14 14 16 17 20 28
ENSG00000198830 91 91 82 97 203 201
ENSG00000198832 509 498 550 569 226 241
ENSG00000198833 60 60 56 61 51 53
ENSG00000198835 5 5 5 4 3 3
ENSG00000198836 35 30 40 41 44 46
ENSG00000198837 26 23 24 24 21 25
ENSG00000198839 23 23 28 30 21 20
ENSG00000198840 593 617 514 567 1087 1082
ENSG00000198841 16 18 17 16 16 15
ENSG00000198843 79 82 82 82 66 72
ENSG00000198846 7 5 8 7 6 9
ENSG00000198853 100 97 94 82 94 94
ENSG00000198855 10 9 6 6 9 10
ENSG00000198856 366 374 317 342 348 343
ENSG00000198858 98 91 90 91 101 93
ENSG00000198860 27 25 27 24 40 45
ENSG00000198862 27 24 28 30 22 27
ENSG00000198863 7 8 7 7 7 7
ENSG00000198865 2 3 4 3 1 3
ENSG00000198873 38 33 32 34 56 52
ENSG00000198874 11 13 13 14 18 20
ENSG00000198876 22 24 21 21 21 22
ENSG00000198885 1 1 2 1 0 1
ENSG00000198886 2806 3205 2609 2759 2812 2810
ENSG00000198887 30 29 26 27 28 36
ENSG00000198888 888 998 874 858 1120 1116
ENSG00000198890 10 9 10 5 22 20
ENSG00000198892 62 69 65 71 47 42
ENSG00000198894 5 7 5 4 6 8
ENSG00000198898 70 63 70 64 81 84
ENSG00000198899 1411 1717 1330 1302 2306 2197
ENSG00000198900 31 31 33 32 45 49
ENSG00000198901 26 26 29 29 45 60
ENSG00000198908 3 4 4 5 3 4
ENSG00000198909 28 27 31 32 22 22
ENSG00000198910 5 12 3 10 1 2
ENSG00000198911 141 136 190 190 94 103
ENSG00000198912 14 12 13 15 15 18
ENSG00000198915 2 1 3 3 0 0
ENSG00000198917 11 10 13 9 13 14
ENSG00000198918 153 157 134 132 126 103
ENSG00000198919 15 14 15 15 15 17
ENSG00000198920 12 13 14 12 15 17
ENSG00000198924 4 5 5 5 5 6
ENSG00000198925 80 81 95 95 75 77
ENSG00000198929 0 0 1 1 0 0
ENSG00000198931 206 206 197 184 170 145
ENSG00000198932 4 3 4 4 3 3
ENSG00000198933 12 13 15 18 11 10
ENSG00000198934 1 1 0 0 2 1
ENSG00000198937 22 22 19 13 35 32
ENSG00000198938 1911 2148 1642 1633 2597 2653
ENSG00000198939 1 1 0 1 0 0
ENSG00000198944 1 2 2 2 0 0
ENSG00000198945 15 14 13 12 19 17
ENSG00000198947 3 4 3 3 7 8
ENSG00000198951 47 52 58 58 32 38
ENSG00000198952 64 63 63 64 56 58
ENSG00000198954 25 24 23 22 33 32
ENSG00000198959 326 289 346 258 170 203
ENSG00000198960 19 16 17 16 20 22
ENSG00000198961 181 174 184 214 142 153
ENSG00000198964 19 22 22 25 33 30
ENSG00000202198 7 4 3 4 138 8
ENSG00000203306 1 1 0 1 1 0
ENSG00000203326 1 2 1 1 1 2
ENSG00000203362 1 0 0 0 0 0
ENSG00000203392 2 3 2 3 1 1
ENSG00000203485 50 53 59 63 45 48
ENSG00000203497 1 1 1 1 1 2
ENSG00000203546 1 1 0 0 1 0
ENSG00000203562 0 1 0 0 0 0
ENSG00000203583 3 1 1 2 1 1
ENSG00000203644 2 1 1 1 2 1
ENSG00000203666 1 1 1 1 1 2
ENSG00000203667 17 15 17 11 42 48
ENSG00000203668 5 5 4 5 18 19
ENSG00000203705 9 6 9 7 9 10
ENSG00000203706 1 1 1 1 0 0
ENSG00000203722 1 1 1 1 2 3
ENSG00000203724 3 3 1 1 6 5
ENSG00000203727 1 2 0 1 4 4
ENSG00000203739 1 1 1 1 2 1
ENSG00000203760 4 7 5 5 17 16
ENSG00000203761 2 2 2 1 3 3
ENSG00000203772 2 3 3 2 5 5
ENSG00000203778 9 11 12 15 12 10
ENSG00000203780 8 12 10 8 3 5
ENSG00000203791 8 9 9 8 11 11
ENSG00000203797 1 1 1 1 1 1
ENSG00000203818 0 0 0 0 1 1
ENSG00000203827 0 1 0 0 1 2
ENSG00000203832 5 7 5 5 8 8
ENSG00000203836 0 0 0 1 0 1
ENSG00000203865 0 0 1 1 0 0
ENSG00000203875 43 42 37 41 75 62
ENSG00000203879 151 146 147 148 162 155
ENSG00000203880 22 21 22 21 30 31
ENSG00000203896 5 3 3 3 4 3
ENSG00000203943 1 1 1 0 1 1
ENSG00000203950 128 126 134 133 112 94
ENSG00000203965 2 2 2 2 3 2
ENSG00000203993 12 10 9 9 13 14
ENSG00000203995 1 0 1 1 0 1
ENSG00000203999 0 1 0 0 1 1
ENSG00000204052 1 0 1 1 0 0
ENSG00000204054 4 5 5 3 5 5
ENSG00000204055 2 1 3 2 1 0
ENSG00000204070 18 22 21 25 21 19
ENSG00000204084 14 14 15 15 17 17
ENSG00000204104 11 13 11 11 19 18
ENSG00000204116 5 6 5 6 5 6
ENSG00000204120 30 28 31 31 35 39
ENSG00000204130 15 15 16 17 14 15
ENSG00000204138 14 14 15 15 19 19
ENSG00000204147 0 0 0 0 1 1
ENSG00000204149 3 3 4 2 6 8
ENSG00000204160 29 32 32 35 15 18
ENSG00000204164 0 0 0 1 1 1
ENSG00000204174 1 1 1 0 1 1
ENSG00000204176 3 3 2 2 3 2
ENSG00000204178 17 17 16 18 22 30
ENSG00000204186 5 6 4 6 6 6
ENSG00000204196 4 3 2 4 5 2
ENSG00000204209 106 108 113 94 117 126
ENSG00000204217 43 43 45 43 48 55
ENSG00000204219 12 15 13 20 6 6
ENSG00000204220 24 21 21 26 49 47
ENSG00000204227 61 63 59 62 84 82
ENSG00000204228 6 6 5 9 6 6
ENSG00000204231 59 59 59 69 70 73
ENSG00000204237 21 21 21 17 26 23
ENSG00000204253 0 0 0 0 1 0
ENSG00000204256 80 81 86 88 86 82
ENSG00000204257 9 6 8 7 12 11
ENSG00000204261 1 1 1 1 1 2
ENSG00000204262 702 715 508 469 932 942
ENSG00000204264 36 35 41 40 41 38
ENSG00000204267 11 11 12 10 19 19
ENSG00000204271 1 1 1 1 2 2
ENSG00000204272 30 29 26 27 27 22
ENSG00000204291 40 46 27 19 155 165
ENSG00000204304 87 84 86 99 88 89
ENSG00000204305 3 3 4 3 5 6
ENSG00000204308 59 63 54 60 69 63
ENSG00000204310 167 173 174 188 121 122
ENSG00000204311 1 1 0 1 1 2
ENSG00000204314 3 4 4 4 0 1
ENSG00000204315 5 5 4 6 7 7
ENSG00000204316 74 79 82 77 68 74
ENSG00000204338 0 0 1 0 1 0
ENSG00000204344 16 18 20 21 20 20
ENSG00000204348 14 17 18 19 23 23
ENSG00000204351 44 44 49 53 46 47
ENSG00000204356 127 121 139 145 101 100
ENSG00000204366 6 6 5 6 9 9
ENSG00000204370 145 143 150 153 136 148
ENSG00000204371 37 35 36 42 49 46
ENSG00000204381 293 293 379 387 146 162
ENSG00000204386 26 27 32 35 21 20
ENSG00000204387 482 503 477 454 741 667
ENSG00000204388 10 9 9 10 17 14
ENSG00000204389 23 21 27 17 28 31
ENSG00000204390 3 4 5 4 3 3
ENSG00000204392 39 48 46 38 36 37
ENSG00000204394 54 53 54 50 92 80
ENSG00000204396 0 0 1 0 1 1
ENSG00000204397 12 6 13 8 40 40
ENSG00000204406 7 7 7 7 6 6
ENSG00000204410 3 3 5 3 6 8
ENSG00000204427 25 27 27 24 41 39
ENSG00000204428 4 1 1 3 2 2
ENSG00000204435 144 141 150 181 119 120
ENSG00000204438 12 14 11 16 13 16
ENSG00000204439 12 13 12 12 22 21
ENSG00000204442 7 7 5 5 12 10
ENSG00000204444 3 5 2 1 5 5
ENSG00000204463 190 197 212 240 205 192
ENSG00000204469 163 158 169 155 170 172
ENSG00000204498 28 29 30 51 27 21
ENSG00000204514 2 2 1 2 3 3
ENSG00000204516 22 22 31 30 16 18
ENSG00000204519 1 2 2 1 2 3
ENSG00000204520 21 25 22 29 28 27
ENSG00000204524 1 1 1 1 1 1
ENSG00000204525 232 217 255 251 240 231
ENSG00000204536 17 14 20 19 17 21
ENSG00000204540 0 1 0 1 1 1
ENSG00000204560 30 31 29 31 49 42
ENSG00000204564 11 10 12 10 8 7
ENSG00000204568 49 47 53 57 59 55
ENSG00000204569 29 29 27 25 24 25
ENSG00000204574 66 61 65 58 80 84
ENSG00000204576 11 10 8 8 9 10
ENSG00000204580 87 90 99 106 55 50
ENSG00000204590 25 28 24 24 34 34
ENSG00000204592 582 600 678 790 381 381
ENSG00000204599 9 8 10 10 10 11
ENSG00000204604 18 17 17 16 12 16
ENSG00000204611 7 7 8 8 5 8
ENSG00000204618 1 1 1 2 1 1
ENSG00000204619 82 71 77 77 64 67
ENSG00000204620 0 1 2 0 2 2
ENSG00000204623 2 6 4 3 14 15
ENSG00000204628 2013 2019 2062 2119 1663 1533
ENSG00000204634 1 1 1 3 3 3
ENSG00000204642 0 0 1 0 0 0
ENSG00000204650 95 92 99 112 59 56
ENSG00000204673 58 61 62 61 70 60
ENSG00000204681 10 10 8 7 23 27
ENSG00000204682 2 2 1 1 3 2
ENSG00000204685 2 2 2 3 3 2
ENSG00000204713 26 28 26 26 22 24
ENSG00000204745 0 0 0 1 1 1
ENSG00000204758 1 1 1 1 1 1
ENSG00000204764 13 13 12 10 11 15
ENSG00000204767 1 1 0 0 2 1
ENSG00000204790 7 16 5 3 17 12
ENSG00000204792 1 1 1 1 1 1
ENSG00000204815 0 0 0 1 1 0
ENSG00000204822 115 114 121 131 100 80
ENSG00000204839 3 5 3 3 2 2
ENSG00000204842 41 42 40 45 50 49
ENSG00000204843 174 178 188 180 222 217
ENSG00000204852 11 10 9 12 11 13
ENSG00000204856 18 14 14 13 26 24
ENSG00000204859 8 9 9 11 10 12
ENSG00000204882 2 1 2 1 1 1
ENSG00000204899 21 24 21 25 20 23
ENSG00000204920 7 6 8 5 8 11
ENSG00000204922 15 15 15 14 19 19
ENSG00000204923 0 1 1 0 1 1
ENSG00000204934 1 1 1 1 1 1
ENSG00000204941 196 243 138 206 31 44
ENSG00000204946 5 6 5 5 12 11
ENSG00000204947 1 1 1 1 2 1
ENSG00000204954 7 6 7 8 12 12
ENSG00000204956 2 2 2 3 3 4
ENSG00000204977 12 11 11 11 11 11
ENSG00000204991 2 2 3 4 2 2
ENSG00000205047 4 3 3 3 6 9
ENSG00000205060 10 11 8 7 14 16
ENSG00000205084 7 9 7 9 7 12
ENSG00000205089 0 0 0 0 0 0
ENSG00000205090 6 12 11 10 8 7
ENSG00000205133 47 44 48 56 25 26
ENSG00000205138 14 19 16 18 16 15
ENSG00000205155 44 36 44 36 75 67
ENSG00000205181 1 1 1 1 1 1
ENSG00000205189 4 4 5 4 4 5
ENSG00000205208 11 8 9 8 10 11
ENSG00000205213 6 7 4 4 15 13
ENSG00000205220 81 75 87 78 77 76
ENSG00000205246 28 25 36 31 26 29
ENSG00000205250 61 61 62 59 65 60
ENSG00000205268 4 3 3 3 3 4
ENSG00000205269 0 0 0 0 0 0
ENSG00000205302 15 15 17 18 20 19
ENSG00000205307 0 1 1 2 0 1
ENSG00000205309 0 2 1 2 0 1
ENSG00000205323 57 48 60 61 75 83
ENSG00000205336 4 4 1 3 3 3
ENSG00000205339 84 82 85 91 97 101
ENSG00000205352 152 142 168 158 173 165
ENSG00000205356 19 19 19 20 20 20
ENSG00000205413 8 7 8 7 15 15
ENSG00000205423 23 23 26 26 20 22
ENSG00000205424 1 0 1 1 0 0
ENSG00000205464 3 4 3 5 6 5
ENSG00000205476 13 12 13 14 7 8
ENSG00000205485 3 4 3 2 3 3
ENSG00000205517 2 1 3 3 3 4
ENSG00000205531 124 122 135 133 132 139
ENSG00000205534 2 1 2 2 1 2
ENSG00000205542 2032 1839 2456 2016 2026 1982
ENSG00000205544 64 76 76 68 66 58
ENSG00000205560 1 1 0 2 3 2
ENSG00000205571 6 5 5 5 6 6
ENSG00000205578 5 5 4 5 4 4
ENSG00000205581 134 127 141 141 164 158
ENSG00000205583 0 1 2 1 1 4
ENSG00000205593 3 3 2 3 2 2
ENSG00000205629 54 53 58 58 53 64
ENSG00000205639 1 2 1 1 0 0
ENSG00000205643 18 18 12 21 14 15
ENSG00000205659 12 12 14 10 10 9
ENSG00000205664 6 7 5 7 7 7
ENSG00000205670 6 6 5 5 6 5
ENSG00000205683 6 5 6 5 6 6
ENSG00000205707 18 17 13 14 27 22
ENSG00000205710 1 2 1 1 2 1
ENSG00000205726 21 18 21 20 20 19
ENSG00000205730 32 33 28 28 34 35
ENSG00000205746 5 5 5 5 5 5
ENSG00000205758 20 20 21 19 30 33
ENSG00000205763 22 20 19 25 16 19
ENSG00000205765 18 17 19 18 18 21
ENSG00000205771 0 0 0 1 1 0
ENSG00000205791 0 0 1 0 1 1
ENSG00000205795 2 2 2 4 1 1
ENSG00000205808 9 8 7 7 15 15
ENSG00000205861 4 2 3 3 4 2
ENSG00000205885 1 1 2 2 4 5
ENSG00000205903 7 7 6 6 7 7
ENSG00000205918 2 3 3 1 4 2
ENSG00000205923 2 5 2 1 3 6
ENSG00000205937 102 96 107 100 95 99
ENSG00000205978 18 20 19 22 16 13
ENSG00000205981 11 10 11 9 12 11
ENSG00000206053 75 73 78 73 54 58
ENSG00000206149 2 4 3 4 5 5
ENSG00000206190 26 30 29 28 17 19
ENSG00000206344 1 0 0 1 0 1
ENSG00000206417 0 1 0 1 1 1
ENSG00000206418 41 47 39 46 54 46
ENSG00000206503 501 446 534 504 390 390
ENSG00000206527 28 29 21 22 40 45
ENSG00000206530 0 0 0 0 1 1
ENSG00000206532 0 1 0 0 0 0
ENSG00000206535 3 4 4 5 5 4
ENSG00000206538 61 68 54 56 59 57
ENSG00000206559 1 1 1 1 1 1
ENSG00000206560 42 48 54 56 49 58
ENSG00000206562 8 8 9 8 10 8
ENSG00000206567 1 1 1 1 1 1
ENSG00000206573 3 3 3 3 6 8
ENSG00000210082 3033 3537 2969 3731 2631 2414
ENSG00000211445 1 0 1 2 2 2
ENSG00000211448 7 5 4 3 47 32
ENSG00000211450 131 118 112 103 120 103
ENSG00000211451 2 2 1 1 1 2
ENSG00000211455 7 6 7 6 11 12
ENSG00000211456 17 15 16 18 22 20
ENSG00000211459 852 1101 790 1101 823 572
ENSG00000211460 41 43 48 46 66 70
ENSG00000211584 10 11 10 10 11 9
ENSG00000211772 1 2 3 3 0 2
ENSG00000212127 2 2 1 1 2 3
ENSG00000212670 1 1 1 1 0 1
ENSG00000212694 7 7 6 5 19 26
ENSG00000212719 12 12 12 12 17 20
ENSG00000212724 2 2 0 0 3 1
ENSG00000212734 1 2 2 1 1 0
ENSG00000212747 53 53 51 47 40 39
ENSG00000212768 4 4 4 8 11 7
ENSG00000212802 5 5 5 7 8 10
ENSG00000212864 7 6 8 6 2 3
ENSG00000212907 453 498 409 394 862 824
ENSG00000212916 1 1 1 0 1 1
ENSG00000212928 4 3 3 2 3 3
ENSG00000212978 6 4 4 4 7 9
ENSG00000212998 0 0 0 0 1 1
ENSG00000213002 70 64 62 74 26 41
ENSG00000213015 50 47 42 41 45 42
ENSG00000213020 9 8 8 8 6 7
ENSG00000213024 51 48 54 43 52 49
ENSG00000213029 2 2 2 2 1 2
ENSG00000213047 3 3 2 2 6 8
ENSG00000213057 0 0 1 0 1 1
ENSG00000213064 1 1 1 1 1 2
ENSG00000213066 2 2 2 2 2 2
ENSG00000213073 7 5 4 6 8 10
ENSG00000213079 33 29 34 35 38 41
ENSG00000213080 0 0 1 1 1 1
ENSG00000213085 1 0 1 1 1 1
ENSG00000213096 13 12 13 11 7 9
ENSG00000213123 8 12 11 11 10 9
ENSG00000213139 0 0 1 0 1 1
ENSG00000213149 1 0 0 1 1 0
ENSG00000213160 2 2 2 3 2 3
ENSG00000213178 3 2 5 5 6 9
ENSG00000213185 9 4 11 11 3 4
ENSG00000213186 13 12 16 18 13 13
ENSG00000213189 2 2 1 2 2 5
ENSG00000213190 16 16 10 8 27 26
ENSG00000213199 1 1 1 1 1 0
ENSG00000213213 2 3 3 1 2 1
ENSG00000213221 6 6 5 5 9 7
ENSG00000213222 8 10 8 6 8 8
ENSG00000213240 44 48 43 51 36 38
ENSG00000213244 0 1 1 1 1 0
ENSG00000213246 102 105 113 114 99 97
